dial_id,turn_start,turn_end,topic_ids,word_count,window_text,drift_label
dialseg711_dial_331,10,30,"[0, 2, 3, 4]",125,"All right, sir, you'll be picked up in a blue BMW. The contact number is 07348606520. All right, sir, you'll be picked up in a blue BMW. The contact number is 07348606520. I'd be happy to help you with that. Can you tell me your departure location and where you are headed to? I'd be happy to help you with that. Can you tell me your departure location and where you are headed to? Yes, sure, please send on the screen the quickest route to reach there Yes, sure, please send on the screen the quickest route to reach there The autumn house is a cheap four star guesthouse that has wifi and parking in the east area. Would you like to make a reservation?",1
dialseg711_dial_331,30,30,[4],25,The autumn house is a cheap four star guesthouse that has wifi and parking in the east area. Would you like to make a reservation?,0
dialseg711_dial_204,1,5,"[0, 1]",42,what will the temperature be this weekend what will the temperature be this weekend For what city would you like the temperature for? For what city would you like the temperature for? Where can I get gas? Where can I get gas?,0
dialseg711_dial_534,9,9,[0],24,Can you tell me what the total travel time for that is? Can you tell me what the total travel time for that is?,0
dialseg711_dial_702,13,29,"[2, 3, 4]",104,I want to get there by 12:45. I want to get there by 12:45. The price is 10.10 pounds per ticket. I can make those reservations for you if you'd like. The price is 10.10 pounds per ticket. I can make those reservations for you if you'd like. How about the center? I need a reservation for 8 people at 14:15 on a Friday. How about the center? I need a reservation for 8 people at 14:15 on a Friday. Friday at 14:15. Friday at 14:15. give me a quick route to a grocery store give me a quick route to a grocery store,1
dialseg711_dial_281,6,16,"[0, 1, 2]",122,"The Museum of Classical Archaeology is lovely, and they have no entrance fee. Would that fit your needs? The Museum of Classical Archaeology is lovely, and they have no entrance fee. Would that fit your needs? I am looking for an expensive restaurant in the centre I am looking for an expensive restaurant in the centre Was there anything else I could assist you with today? Was there anything else I could assist you with today? Yes, there are 4 pools, 1 in the East, 2 in the North and 1 in the Centre. Which area would you like? Yes, there are 4 pools, 1 in the East, 2 in the North and 1 in the Centre. Which area would you like?",1
dialseg711_dial_406,13,21,"[3, 4]",32,"i want to book a taxi. i want to book a taxi. I am looking for a moderately priced, 4 star hotel. I am looking for a moderately priced, 4 star hotel.",0
dialseg711_dial_282,8,16,"[1, 2]",124,"The address is Parkside, Cambridge, postcode CB11JG. The address is Parkside, Cambridge, postcode CB11JG. Do you have the phone number there? Do you have the phone number there? There are 33 restaurants in the centre that are in the expensive price range. What type of food would you like? There are 33 restaurants in the centre that are in the expensive price range. What type of food would you like? There are six restaurants that match that description. Can recommend one of them for you? There are six restaurants that match that description. Can recommend one of them for you? The Curry Garden serves expensive Indian food in the centre of town. The Curry Garden serves expensive Indian food in the centre of town.",0
dialseg711_dial_282,17,27,[2],36,Great can I get a reservation there for 8 people at 12:30 on sunday? Great can I get a reservation there for 8 people at 12:30 on sunday? Thank you so much. Thank you so much.,0
dialseg711_dial_558,4,21,"[0, 1, 3]",72,"Navigating you to The Westin. Navigating you to The Westin. I would like for a taxi to take me to london liverpool street train station, arriving no later than 17:45 please I would like for a taxi to take me to london liverpool street train station, arriving no later than 17:45 please There is a train leaving at 9:17. Does that work? There is a train leaving at 9:17. Does that work?",0
dialseg711_dial_102,12,34,"[1, 3, 4]",102,"I'm so sorry, but I was unable to book per your request. Would you like to try a shorter stay or a different date? I'm so sorry, but I was unable to book per your request. Would you like to try a shorter stay or a different date? The price is 16.50 pounds. The price is 16.50 pounds. I got into a car accident and need help figuring out what to do next. I got into a car accident and need help figuring out what to do next. You should contact the police at 01223358966. You should contact the police at 01223358966.",0
dialseg711_dial_659,2,18,"[0, 2]",118,"There is 1 guesthouse and 1 hotel that are cheap on the west side. Which one do you prefer? There is 1 guesthouse and 1 hotel that are cheap on the west side. Which one do you prefer? Yes they do have free internet, and the phone number is 01223276653. Yes they do have free internet, and the phone number is 01223276653. How about moderate price range with a star of 4? How about moderate price range with a star of 4? I have discovered 9 choices fitting your description. May I recommend the Archway House? It's on Gilbert Road. I have discovered 9 choices fitting your description. May I recommend the Archway House? It's on Gilbert Road.",1
dialseg711_dial_659,20,32,"[2, 3]",34,You're welcome. Would you like me to make a reservation in your name? You're welcome. Would you like me to make a reservation in your name? You are most welcome! You are most welcome!,1
dialseg711_dial_268,2,27,"[0, 2, 4]",70,"I can help. We have 18 moderately priced hotels. Do you have any additional preferences? I can help. We have 18 moderately priced hotels. Do you have any additional preferences? Great! Can you book that for me? Great! Can you book that for me? I need the forecast in Alhambra for tomorrow please. I need the forecast in Alhambra for tomorrow please. Wonderful, thanks very much! Wonderful, thanks very much!",0
dialseg711_dial_300,12,25,"[2, 3, 4]",74,"The first train leaves on Friday at 05:11 and arrives at 05:58. Should I book it for you? The first train leaves on Friday at 05:11 and arrives at 05:58. Should I book it for you? directions to coffee and tea house directions to coffee and tea house Yes please. I'll need the address, postcode, and whether they have internet also. Yes please. I'll need the address, postcode, and whether they have internet also.",1
dialseg711_dial_465,6,29,"[0, 1, 4]",82,"That booking was successful, your reference number is D3Q7SAFM. Is there anything else I can do for you today? That booking was successful, your reference number is D3Q7SAFM. Is there anything else I can do for you today? Hi, I need a tax to queens' college please. Hi, I need a tax to queens' college please. Yes that will fine. Can you tell me the travel time for that? Yes that will fine. Can you tell me the travel time for that?",1
dialseg711_dial_583,19,38,"[1, 2, 3, 4]",86,"I didn't actually need to reserve a seat. Could you comfirm the departure time of that train? I didn't actually need to reserve a seat. Could you comfirm the departure time of that train? Ok, what time do you want to leave by? Ok, what time do you want to leave by? I want it in the west, and it should be moderately priced. I want it in the west, and it should be moderately priced. No, it arrives at 7:27. No, it arrives at 7:27.",1
dialseg711_dial_470,2,22,"[0, 2, 3]",116,"Where will you be going? Where will you be going? I need help, I was in a car accident dispute. I need help, I was in a car accident dispute. Can I just have the address and postcode for the police station, please? Can I just have the address and postcode for the police station, please? I would suggest the broughton house gallery in the centre of town. Their address is 98 King Street, the post code cb11In, and the phone is 01223314960. It is free. I would suggest the broughton house gallery in the centre of town. Their address is 98 King Street, the post code cb11In, and the phone is 01223314960. It is free.",0
dialseg711_dial_553,8,30,"[0, 1, 2, 4]",98,I have successfully booked your room. The reference number is UUF3948J. Can I be of further assistance? I have successfully booked your room. The reference number is UUF3948J. Can I be of further assistance? The postcode is CB20QQ. The postcode is CB20QQ. I have 14 total moderate priced guesthouses. Do you have a preference of which area of town? I have 14 total moderate priced guesthouses. Do you have a preference of which area of town? I'm looking to get some information on the alpha-milton guest house I'm looking to get some information on the alpha-milton guest house,1
dialseg711_dial_490,11,24,"[0, 3]",60,"Oh, ok. Sure, go ahead and book 4 nights from Tuesday. There will be three of us. Oh, ok. Sure, go ahead and book 4 nights from Tuesday. There will be three of us. I'd like to find a train that departs from Ely on Monday, please! I'd like to find a train that departs from Ely on Monday, please!",0
dialseg711_dial_113,5,23,"[1, 3, 4]",62,"The Addenbrookes Hospital is located at Hills Rd, Cambridge. The Addenbrookes Hospital is located at Hills Rd, Cambridge. Okay. Thanks for your help. Okay. Thanks for your help. Very well. What time would you like to depart? Very well. What time would you like to depart? What city are you interested in knowing about? What city are you interested in knowing about?",0
dialseg711_dial_536,4,6,[0],32,How about hobsons house? How about hobsons house? The postcode for hobsons house is cb39lh. Do you want a reservation? The postcode for hobsons house is cb39lh. Do you want a reservation?,1
dialseg711_dial_547,9,9,[2],58,"Yes, there are two: restaurant two two in the north at 22 Chesterton Road Chesterton cb43ax and cote in the centre at Bridge Street City Centre cb21uf. Anything else? Yes, there are two: restaurant two two in the north at 22 Chesterton Road Chesterton cb43ax and cote in the centre at Bridge Street City Centre cb21uf. Anything else?",0
dialseg711_dial_163,2,22,"[0, 1, 2]",118,"There are no matches for an architecture attraction in the west part of town. Would you like me to search another area? There are no matches for an architecture attraction in the west part of town. Would you like me to search another area? What about a type of college? What about a type of college? Okay, I want to book a table for 6 people at 11:45 on saturday. Okay, I want to book a table for 6 people at 11:45 on saturday. Yes the Lensfield Hotel does have free wifi. Yes the Lensfield Hotel does have free wifi. The booking was successful. Your reference number is 81E1ITXC. Is there anything else I can help with today?",1
dialseg711_dial_163,22,32,"[2, 4]",66,"The booking was successful. Your reference number is 81E1ITXC. Is there anything else I can help with today? Hi, I'm looking for some train information. Could you tell me what trains leave on Wednesday for Norwich? Hi, I'm looking for some train information. Could you tell me what trains leave on Wednesday for Norwich? How many seats would you like? How many seats would you like?",1
dialseg711_dial_606,5,40,"[0, 2, 4]",120,"No, that's all I need today. Thank you for your help! No, that's all I need today. Thank you for your help! welcome. at your service next time welcome. at your service next time I am trying to find out if it will be warm in Oakland this week I am trying to find out if it will be warm in Oakland this week I am getting into birmingham new street train station and will be needing a taxi to take me to my hotel I am getting into birmingham new street train station and will be needing a taxi to take me to my hotel Sure! when would you like to arrive? Sure! when would you like to arrive?",1
dialseg711_dial_606,42,42,[4],20,I'd be happy to help! Where are you coming from? I'd be happy to help! Where are you coming from?,0
dialseg711_dial_084,6,17,"[1, 2, 3]",116,"I was able to get four results for what you are looking for, is there a certain price range you would like? I was able to get four results for what you are looking for, is there a certain price range you would like? Please book me a taxi to take me from Aylesbray Lodge Guest House to the London Liverpool Street Train Station. Please book me a taxi to take me from Aylesbray Lodge Guest House to the London Liverpool Street Train Station. As long as I leave by 19:15 it will be fine. There are 4 of us. As long as I leave by 19:15 it will be fine. There are 4 of us.",0
dialseg711_dial_661,17,17,[2],44,"No, that sounds wonderful. Can you book a room for me for 4 nights starting on Friday? It will just be myself. No, that sounds wonderful. Can you book a room for me for 4 nights starting on Friday? It will just be myself.",0
dialseg711_dial_669,13,18,[3],46,"I need a recommendation for some entertainment in the city. I need a recommendation for some entertainment in the city. Sure. The phone number is 01223503333, but I'm not sure of the fee. Sure. The phone number is 01223503333, but I'm not sure of the fee.",1
dialseg711_dial_241,1,18,"[0, 2]",50,"I am looking for a train to Petersborough. I am looking for a train to Petersborough. No, I need a train from Cambridge to petersborough on Thursday. No, I need a train from Cambridge to petersborough on Thursday. Cambridge, parkside police telephone number 01223358966. Cambridge, parkside police telephone number 01223358966.",0
dialseg711_dial_333,17,17,[3],12,Yes I'll need their address please. Yes I'll need their address please.,0
dialseg711_dial_615,1,11,"[0, 2]",46,"Yes, I need help locating Pizza Hut City Centre. Yes, I need help locating Pizza Hut City Centre. What is the price range? What is the price range? I need to book a taxi from clowns cafe. I need to book a taxi from clowns cafe.",0
dialseg711_dial_013,2,28,"[0, 2]",122,"I have many. Do you have a preference for type of food served? I have many. Do you have a preference for type of food served? The TR7966 is the first train of the day, arriving at 6:08. The latest train arriving before 16:45 would be the TR9427 arriving at 16:08. Would you prefer that? The TR7966 is the first train of the day, arriving at 6:08. The latest train arriving before 16:45 would be the TR9427 arriving at 16:08. Would you prefer that? The fare is 10 pounds 10. May I help you with anything else? The fare is 10 pounds 10. May I help you with anything else? Thanks I have enjoyed the service Thanks I have enjoyed the service",1
dialseg711_dial_403,4,13,"[1, 3]",42,Stanford Childrens Health is 3 miles away. Stanford Childrens Health is 3 miles away. Could you tell me if there will be clear skies in Carson on Friday? Could you tell me if there will be clear skies in Carson on Friday?,0
dialseg711_dial_192,3,21,"[0, 4]",62,Can I get their main phone number please? And the postcode if you have it. Can I get their main phone number please? And the postcode if you have it. The pick up place will be wandlebury country park and the drop off at curry prince The pick up place will be wandlebury country park and the drop off at curry prince,0
dialseg711_dial_032,20,37,"[1, 4]",50,"I'm sorry, but there's nothing available starting on Monday. I'm sorry, but there's nothing available starting on Monday. What tie would you like to leave Norwich? What tie would you like to leave Norwich? I would like to leave after 14:30 . I would like to leave after 14:30 .",0
dialseg711_dial_520,5,34,"[0, 1, 3, 4]",70,"Okay, should I expect to see any traffic? Okay, should I expect to see any traffic? Sure thing, you are booked with ref. # RC9WCTWX. Sure thing, you are booked with ref. # RC9WCTWX. Sure. The postcode is CB20QQ. Sure. The postcode is CB20QQ. I booked for you ugly duckling at 18:00, your ref number is IKXBXWEO I booked for you ugly duckling at 18:00, your ref number is IKXBXWEO",1
dialseg711_dial_188,2,25,"[0, 4]",106,"I have lots of guesthouses available with parking, do you have a preference for area? I have lots of guesthouses available with parking, do you have a preference for area? No, but I do need free wifi as well as free parking. No, but I do need free wifi as well as free parking. Sure, let's try for just one night and see if that works please. Sure, let's try for just one night and see if that works please. Hi, I am looking for a cheap restaurant in the town centre please. Hi, I am looking for a cheap restaurant in the town centre please.",0
dialseg711_dial_373,6,22,"[0, 1, 3]",115,You're all booked! 7 tickets from Cambridge to Peterborough at 12:34. Your reference number is I9UBCZW2. You're all booked! 7 tickets from Cambridge to Peterborough at 12:34. Your reference number is I9UBCZW2. I AM looking for a restaurant. The restaurant should be in the expensive price range and should be in the east. I AM looking for a restaurant. The restaurant should be in the expensive price range and should be in the east. I'm departing from nusha and I want to go to pizza hut city centre. I'm departing from nusha and I want to go to pizza hut city centre. You're all set! Booked car type : yellow tesla Contact number : 07359534792,1
dialseg711_dial_373,22,22,[3],13,You're all set! Booked car type : yellow tesla Contact number : 07359534792,0
dialseg711_dial_264,18,18,[3],28,it is not predicted to be cloudy in Manhattan in the next 48 hours. it is not predicted to be cloudy in Manhattan in the next 48 hours.,0
dialseg711_dial_015,1,15,"[0, 1]",58,"Hello, I'm looking for a train. I need to leave on Wednesday from Norwich. Hello, I'm looking for a train. I need to leave on Wednesday from Norwich. That sounds fine. Would you make a reservation for 4 people, 3 nights starting Monday? That sounds fine. Would you make a reservation for 4 people, 3 nights starting Monday?",0
dialseg711_dial_645,2,17,"[0, 3]",78,"There are 29 hotels that fit your criteria. Do you have an area or price range that you prefer? There are 29 hotels that fit your criteria. Do you have an area or price range that you prefer? I need you to help me find an expensive restaurant to dine in, I'd like it to be chinese food. I need you to help me find an expensive restaurant to dine in, I'd like it to be chinese food.",0
dialseg711_dial_694,2,12,"[0, 1]",96,"Sure, there are quite a few British restaurants in the centre. Would you prefer something expensive or moderately priced? Sure, there are quite a few British restaurants in the centre. Would you prefer something expensive or moderately priced? What is traffic like on the route to those locations and can you send me directions to the one without any traffic? What is traffic like on the route to those locations and can you send me directions to the one without any traffic? Setting navigation to 880 ames ct now. Setting navigation to 880 ames ct now.",1
dialseg711_dial_145,5,17,[1],114,"There are no 1 star hotels in that part of town. Is there another area you might be interested in? There are no 1 star hotels in that part of town. Is there another area you might be interested in? Unfortunately, no. Can we try a shorter stay period? Unfortunately, no. Can we try a shorter stay period? TO recap, I need a hotel in the West, four stars. TO recap, I need a hotel in the West, four stars. I'd rather have the least expensive one. What star rating is it? I'd rather have the least expensive one. What star rating is it? It is a 4-star rating. It is a 4-star rating.",0
dialseg711_dial_145,29,29,[3],42,There are quite a few hotels that fit that description. Do you have a preference as to area or price range? There are quite a few hotels that fit that description. Do you have a preference as to area or price range?,0
dialseg711_dial_577,3,3,[0],10,Thanks. What is the postcode? Thanks. What is the postcode?,0
dialseg711_dial_252,9,28,"[1, 2, 4]",72,"That will have to work. What is the arrival time? That will have to work. What is the arrival time? Safeway is at 452 Arcadia Pl. Safeway is at 452 Arcadia Pl. Yes, the Limehouse is a moderately priced guesthouse on the north side. What other information can I get for you? Yes, the Limehouse is a moderately priced guesthouse on the north side. What other information can I get for you?",1
dialseg711_dial_413,7,15,"[2, 3]",120,"I'm looking for something in the fine dining price range, so the place should be expensive. Are there any that fit that criteria? I'm looking for something in the fine dining price range, so the place should be expensive. Are there any that fit that criteria? Sure. Tandoori is located at 68 Histon Road Chesterton in postcode cb43le. Their phone number is 01223506055. Can I book it for you? Sure. Tandoori is located at 68 Histon Road Chesterton in postcode cb43le. Their phone number is 01223506055. Can I book it for you? Can I get the address. I would like to go directly to the Station. Can I get the address. I would like to go directly to the Station.",0
dialseg711_dial_090,18,25,"[2, 3, 4]",56,"That optometrist appointment is at 4 pm. That optometrist appointment is at 4 pm. Thanks, what is the address? Thanks, what is the address? I need to get to Thanh Binh, please. And yes, my departure location is The Place. I need to get to Thanh Binh, please. And yes, my departure location is The Place.",1
dialseg711_dial_089,5,25,"[1, 2, 3, 4]",122,"Yes, I need a train that is leaving from Stansted Airport on Saturday. Yes, I need a train that is leaving from Stansted Airport on Saturday. That would be fine. I just need the phone number and postcode. Thanks. That would be fine. I just need the phone number and postcode. Thanks. As I said the address is 638 Amherst St: do you want me to navigate you there? As I said the address is 638 Amherst St: do you want me to navigate you there? Good morning. Would you be able to tell me if you have any info on a certain hotel? Good morning. Would you be able to tell me if you have any info on a certain hotel?",1
dialseg711_dial_168,3,40,"[0, 2, 4]",88,"Yes, I am looking for a moderate price range. Yes, I am looking for a moderate price range. I am leaving out of Cambridge. I need the ticket for Sunday. I am leaving out of Cambridge. I need the ticket for Sunday. Which one is gonna be the lowest temperature today and tomorrow in Fresno? Which one is gonna be the lowest temperature today and tomorrow in Fresno? Tuesday will have the lowest temperature of 30F in fresno Tuesday will have the lowest temperature of 30F in fresno",0
dialseg711_dial_452,1,16,"[0, 1, 2, 3]",122,"What time and date is my lab appointment? What time and date is my lab appointment? There are no German restaurants available in the west. Would you like to try a different area or different food type? There are no German restaurants available in the west. Would you like to try a different area or different food type? Thanks! Thanks! Will it be hot in Redwood City on Monday? Will it be hot in Redwood City on Monday? I was able to get a couple of options for you, is there a certain area you would like to go to? I was able to get a couple of options for you, is there a certain area you would like to go to?",1
dialseg711_dial_452,20,22,[3],60,Booking was unfortunately unsuccessful. Let's try another day or time slot. Booking was unfortunately unsuccessful. Let's try another day or time slot. You are booked for 10:30. Your reference number is 4H1DRIF8. Is there anything else I can assist you with? You are booked for 10:30. Your reference number is 4H1DRIF8. Is there anything else I can assist you with?,1
dialseg711_dial_212,2,31,"[0, 2, 3, 4]",118,"Where are you departing from? Where are you departing from? Where are you departing from? Where are you departing from? I'm sorry, there aren't any cheap Australian restaurants in town. Would you like me to look for a different restaurant type? I'm sorry, there aren't any cheap Australian restaurants in town. Would you like me to look for a different restaurant type? There are a number of trains leaving Cambridge for Ely on Sundays. Do you have a departure time in mind? There are a number of trains leaving Cambridge for Ely on Sundays. Do you have a departure time in mind? I need it to leave after 08:15 please. I need it to leave after 08:15 please.",0
dialseg711_dial_078,7,17,"[2, 4]",76,"That sounds perfect. I don't need a reservation though. That sounds perfect. I don't need a reservation though. Sure the Phone 01223363471, address 40210 Millers Yard City Centre and postcode cb21rq for dojo noodle bar. May I help with anything else? Sure the Phone 01223363471, address 40210 Millers Yard City Centre and postcode cb21rq for dojo noodle bar. May I help with anything else? Please give me the fastest route. Please give me the fastest route.",1
dialseg711_dial_608,4,11,"[1, 3]",122,"I can indeed. We have several churches and a school renowned for their architecture. Great Saint Mary's Church charges visitors 2 pounds, but the rest are free. I can indeed. We have several churches and a school renowned for their architecture. Great Saint Mary's Church charges visitors 2 pounds, but the rest are free. Can you give me information on a free one and I'd need to know what area of town it is in please. Can you give me information on a free one and I'd need to know what area of town it is in please. tell me the closest place to get a cup of hot tea tell me the closest place to get a cup of hot tea",0
dialseg711_dial_522,3,13,"[0, 1]",110,"Not especially, just kicking around the town centre for a few hours and looking for something to do. Not especially, just kicking around the town centre for a few hours and looking for something to do. I just want something to do in the centre of town, can you tell me what sort of places there are? I just want something to do in the centre of town, can you tell me what sort of places there are? I'm looking for an expensive place to eat located in centre of town. Can you help? I'm looking for an expensive place to eat located in centre of town. Can you help?",0
dialseg711_dial_522,18,20,[1],122,"Oh yes, we have several Indian restaurants! I recommend Panahar, located at 8 Norfolk Street City Centre. Would you like a table there? Oh yes, we have several Indian restaurants! I recommend Panahar, located at 8 Norfolk Street City Centre. Would you like a table there? Yes please. Book one for Saturday at 19:45. There will be 3 people. Yes please. Book one for Saturday at 19:45. There will be 3 people. There doesn't seem to be any availability for Saturday at 19:45. Is there another time slot, or possibly another day, that would work for you? There doesn't seem to be any availability for Saturday at 19:45. Is there another time slot, or possibly another day, that would work for you?",0
dialseg711_dial_522,23,24,[2],66,"Good Evening, I am looking for a place to stay that includes free parking Good Evening, I am looking for a place to stay that includes free parking Okay, I have 29 options for you. Is there an area of town that you'd prefer to stay in? Okay, I have 29 options for you. Is there an area of town that you'd prefer to stay in?",0
dialseg711_dial_232,12,14,"[2, 3]",50,The temperature for Alhambra for the week include the highs near 100 and lows in the 40s. The temperature for Alhambra for the week include the highs near 100 and lows in the 40s. Your doctor's appointment is scheduled for 1pm today. Your doctor's appointment is scheduled for 1pm today.,1
dialseg711_dial_622,4,7,[1],28,When do you want to leave by? When do you want to leave by? I want to go to lensfield hotel I want to go to lensfield hotel,0
dialseg711_dial_484,12,23,"[1, 2, 3]",107,"For which one? I have one on Friday with father and one on Monday with Jon. For which one? I have one on Friday with father and one on Monday with Jon. The Oak Bistro sounds fabulous. Can I get a table there on Sunday at 18:30? There will be 6 of us. The Oak Bistro sounds fabulous. Can I get a table there on Sunday at 18:30? There will be 6 of us. And what is your destination? And what is your destination? It most certainly would, thank you. I am not ready to book, can you just give me the travel time for that trip?",1
dialseg711_dial_484,23,23,[3],23,"It most certainly would, thank you. I am not ready to book, can you just give me the travel time for that trip?",0
dialseg711_dial_495,9,26,"[2, 4]",124,"No, that doesn't matter, but I'd like something in the moderate price range. No, that doesn't matter, but I'd like something in the moderate price range. That sounds perfect. Can I book it for 5 nights starting on Monday for 3 people? That sounds perfect. Can I book it for 5 nights starting on Monday for 3 people? Okay. let's narrow down your options. Which area of town do you prefer? Okay. let's narrow down your options. Which area of town do you prefer? home from home is moderately priced, has 4 stars, and has free internet and parking. Would you like to book? home from home is moderately priced, has 4 stars, and has free internet and parking. Would you like to book?",0
dialseg711_dial_218,13,16,[2],78,"I would like a taxi departing from city centre north b and b and arriving at the place. I would like to arrive by 8:00. I would like a taxi departing from city centre north b and b and arriving at the place. I would like to arrive by 8:00. That is it, Thank you. That is it, Thank you. It has been my pleasure. Have a nice day. It has been my pleasure. Have a nice day.",1
dialseg711_dial_274,4,8,"[0, 1]",113,"The closest rest stop is The Westin. The closest rest stop is The Westin. Could you please give me the address and set the navigation there? Could you please give me the address and set the navigation there? The address for the Westin is 329 El Camino Real and the GPS has been set. The address for the Westin is 329 El Camino Real and the GPS has been set. I am looking for a train from Cambridge to Birmingham New Street. I am looking for a train from Cambridge to Birmingham New Street. The next train leaving from Cambridge for Birmingham New Street departs Friday at 5:01, and will arrive by 7:44.",1
dialseg711_dial_274,8,8,[1],19,"The next train leaving from Cambridge for Birmingham New Street departs Friday at 5:01, and will arrive by 7:44.",0
dialseg711_dial_146,3,28,"[0, 1, 3]",112,"Arrival doesn't matter. I just need to leave after 19:15 from Ashley Hotel, and I want to go to Bridge Guest House. Arrival doesn't matter. I just need to leave after 19:15 from Ashley Hotel, and I want to go to Bridge Guest House. Give me the address. Give me the address. I am looking for a restaurant. The restaurant should serve world food and should be in the centre I am looking for a restaurant. The restaurant should serve world food and should be in the centre GG3DCUFD is your confirmation code, may I help you with anything else? GG3DCUFD is your confirmation code, may I help you with anything else?",1
dialseg711_dial_348,5,19,"[0, 3, 4]",66,"That sounds great! Yes, please! Book a table for 3 people at 15:45 on friday. That sounds great! Yes, please! Book a table for 3 people at 15:45 on friday. Is there a Starbucks here? Is there a Starbucks here? I have been robbed and am looking for help. Can you help me? I have been robbed and am looking for help. Can you help me?",0
dialseg711_dial_223,23,24,[4],34,Will it be cloudy in Compton today? Will it be cloudy in Compton today? Compton is not showing a forecast for cloudy skies today. Compton is not showing a forecast for cloudy skies today.,0
dialseg711_dial_076,2,15,"[0, 2, 3]",90,What city do you want to know the snow forecast for? What city do you want to know the snow forecast for? what's the weather going to be like for this week what's the weather going to be like for this week There is not gonna be any dew in Alhambra this week There is not gonna be any dew in Alhambra this week Not really. Could you give me the postcode for one of the museums? Not really. Could you give me the postcode for one of the museums?,1
dialseg711_dial_441,8,30,"[2, 3, 4]",118,"There are 4 places that provide internet on the west side. 2 are hotels, and 2 are guesthouses. Do you have a preference? There are 4 places that provide internet on the west side. 2 are hotels, and 2 are guesthouses. Do you have a preference? What is the address? What is the address? Is the Yippee Noodle Bar moderately priced? Is the Yippee Noodle Bar moderately priced? Sure thing. The address is 40428 King Street City Centre, postcode cb11lh, and the phone number is 01223518111. Can I help you find anything else? Sure thing. The address is 40428 King Street City Centre, postcode cb11lh, and the phone number is 01223518111. Can I help you find anything else?",0
dialseg711_dial_396,12,32,"[1, 3, 4]",72,Booking was successful. Reference number is : CM5SEPYO. Is there anything else I can assist you with? Booking was successful. Reference number is : CM5SEPYO. Is there anything else I can assist you with? I am looking for a swimming pool to go to in the north. I am looking for a swimming pool to go to in the north. You don't need any other information? You don't need any other information?,1
dialseg711_dial_048,3,37,"[0, 4]",88,"I am headed to Cambridge this week. I am headed to Cambridge this week. Where are you leaving from, please? Where are you leaving from, please? I have 7 moderately priced guesthouses and 2 moderately priced hotels in the north, all with free parking. I have 7 moderately priced guesthouses and 2 moderately priced hotels in the north, all with free parking. Do you have a further preference among them? Do you have a further preference among them? Do they have free wifi? Do they have free wifi?",0
dialseg711_dial_643,5,23,"[0, 2, 3]",106,No thanks. Can I get the address with postcode please? No thanks. Can I get the address with postcode please? I'm afraid there aren't any Sri Lankan restaurants in town at all. Is there something else I can search for you? I'm afraid there aren't any Sri Lankan restaurants in town at all. Is there something else I can search for you? Could you please give me the phone number for the Royal Standard? Could you please give me the phone number for the Royal Standard? on tuesday from cambridge to norway leaving at 2030 hrs on tuesday from cambridge to norway leaving at 2030 hrs,0
dialseg711_dial_708,1,9,"[0, 1]",124,"Hello Cambridge Towninfo Center representative. I desire a place to stay that 5 stars, cheap and includes free wifi. Can you help? Hello Cambridge Towninfo Center representative. I desire a place to stay that 5 stars, cheap and includes free wifi. Can you help? That we have! Do you have a preference on the area? That we have! Do you have a preference on the area? i want a place for dinner and serves a mexican food,where can i find it?please first pick for me a taxi to that place should be to the north. i want a place for dinner and serves a mexican food,where can i find it?please first pick for me a taxi to that place should be to the north.",0
dialseg711_dial_027,17,17,[3],28,Setting reminder for conference at 4 pm on next Wednesday with the sales team. Setting reminder for conference at 4 pm on next Wednesday with the sales team.,1
dialseg711_dial_625,10,29,"[1, 3, 4]",122,"I'm sorry, but there is not a single expensive hotel or guesthouse on the north side of town. Would you like a different area or perhaps a different price range? I'm sorry, but there is not a single expensive hotel or guesthouse on the north side of town. Would you like a different area or perhaps a different price range? Alright, I have a yellow skoda for you and the contact number is 07866277583. Alright, I have a yellow skoda for you and the contact number is 07866277583. I will look for the yellow skoda after 17:30. Thanks for all your help. I will look for the yellow skoda after 17:30. Thanks for all your help. What about Chinese? What about Chinese?",0
dialseg711_dial_439,2,17,"[0, 3, 4]",76,"What city are you wanting to know if it's going to rain? What city are you wanting to know if it's going to rain? Okay, scheduling a meeting with the infrastructure team to go over the budget for Thursday at 5pm. Okay, scheduling a meeting with the infrastructure team to go over the budget for Thursday at 5pm. Will it drizzle in New York this week tho? Will it drizzle in New York this week tho?",1
dialseg711_dial_425,21,22,[3],24,I'm leaving from cambridge and county folk museum. I'm leaving from cambridge and county folk museum. What is your destination? What is your destination?,1
dialseg711_dial_485,2,17,"[0, 3, 4]",52,"The address is Hills Rd, Cambridge, post code CB20QQ, Addenbrooke hospital. The address is Hills Rd, Cambridge, post code CB20QQ, Addenbrooke hospital. Where will you be headed to? Where will you be headed to? I need to find a hospital in town please. I need to find a hospital in town please.",0
dialseg711_dial_193,8,27,"[1, 4]",30,"Today in Downtown Chicago is drizzle Today in Downtown Chicago is drizzle Thank you, may I also please have the postcode? Thank you, may I also please have the postcode?",0
