,Unnamed: 0.2,Unnamed: 0,dial_id,turn_id,role,utterance,topic_id,segmentation_label,da,Unnamed: 0.1
23678,,19305,dialseg711_dial_708,37,user,What's the address and postcode?,4,0,,19305.0
23679,,13755,dialseg711_dial_505,4,agent,The nearest hospital is on Hills Rd in Cambridge. The telephone number is 01223245151 and the postcode is CB20QQ. Do you need further assistance?,1,1,,13755.0
23680,,2367,dialseg711_dial_081,32,agent,Sure! where are you going?,4,0,,2367.0
23681,,7534,dialseg711_dial_271,18,agent,Is anyone coming with you?,2,1,,7534.0
23682,,16637,dialseg711_dial_609,21,user,"I'd like to dine in the center of town, please.",3,0,,16637.0
23683,,19327,dialseg711_dial_710,2,agent,"There are many restaurants in the North that match your description, what type of cuisine are you interested in?",0,0,,19327.0
23684,,17267,dialseg711_dial_633,7,user,I need to find the shortest route to the hospital.,1,0,,17267.0
23685,,18005,dialseg711_dial_661,4,agent,The cambridge belfry is 4 star hotel in the cheap price range in the west part of town. Do you want me to book this hotel?,0,0,,18005.0
23686,,15741,dialseg711_dial_577,13,user,Can I get the address and postal code?,2,0,,15741.0
23687,,11018,dialseg711_dial_399,24,agent,Hi..A reservation for 4 people has been confirmed. The reference number is 30MCMOEX and the price is 40.4GBP payable at the station. Anything else I can do?,3,0,,11018.0
23688,,5548,dialseg711_dial_196,35,user,Thank you for your help,3,0,,5548.0
23689,,2846,dialseg711_dial_098,26,agent,I'm sorry. I meant to ask where are you departing from?,4,0,,2846.0
23690,,8116,dialseg711_dial_292,26,agent,Toms house is 3 miles away but has a road block nearby on the route. Do you want the address?,3,0,,8116.0
23691,,18696,dialseg711_dial_686,21,user,Is it a hotel or guesthouse?,3,0,,18696.0
23692,,792,dialseg711_dial_027,14,agent,"No, I just need their phone number.",2,0,,792.0
23693,,15031,dialseg711_dial_551,19,user,"No, lets keep the same area but see if there might be an Indian restaurant instead.",2,0,,15031.0
23694,,958,dialseg711_dial_033,27,user,It doesn't matter,4,0,,958.0
23695,,1296,dialseg711_dial_044,17,user,There are 11 places to stay in the north part of town that are moderately priced. Do you have a need for parking or internet?,4,0,,1296.0
23696,,5558,dialseg711_dial_196,45,user,"Whichever is the cheapest for 2 people, 5 nights starting Thursday. Please book it, and I will need a reference number. Thanks.",4,0,,5558.0
23697,,4444,dialseg711_dial_156,23,user,Find an alternate route please.,4,0,,4444.0
23698,,15100,dialseg711_dial_553,9,user,"Hello, I need a hospital please and make sure it has a medical decisions unit, if you will.",1,0,,15100.0
23699,,16126,dialseg711_dial_592,12,agent,Is there anything else I can help you with?,1,1,,16126.0
23700,,15103,dialseg711_dial_553,12,agent,The medical decisions department can be reached at 01223596066.,1,0,,15103.0
23701,,14918,dialseg711_dial_547,21,user,Okay. What part of town do you want to stay in?,4,0,,14918.0
23702,,15786,dialseg711_dial_579,10,agent,"The nearest chinese restaurant is Jing Jing, 4 miles away with no traffic. Setting directions now.",1,0,,15786.0
23703,,10914,dialseg711_dial_396,20,agent,I have confirmed that your taxi will arrive by 20:15. Is that all you need today?,2,1,,10914.0
23704,,6166,dialseg711_dial_218,2,agent,It's a cheap italian place in the centre at Regent Street City Centre cb21ab. The phone number is 01223323737. Would you like more info?,0,0,,6166.0
23705,,13700,dialseg711_dial_502,21,user,"That was everything, thanks.",3,0,,13700.0
23706,,15266,dialseg711_dial_559,27,user,I'd like to be taken to the Kirkwood House.,3,0,,15266.0
23707,,19286,dialseg711_dial_708,18,agent,"Absolutely, the reference number is W92C2Z47. Is there anything else I can help you with today?",1,0,,19286.0
23708,,9296,dialseg711_dial_335,14,agent,What time would you like the train to arrive at Cambridge? Keep in mind the train ride duration is approximately 28 minutes.,2,0,,9296.0
23709,,3562,dialseg711_dial_125,16,agent,Where did the accident occur? Are there any injuries?,3,0,,3562.0
23710,,12182,dialseg711_dial_443,20,agent,"Its address is 819 Alma St, I sent it on your map. Drive carefully!",3,1,,12182.0
23711,,6997,dialseg711_dial_251,8,agent,"Yes, please give me the complete address.",2,0,,6997.0
23712,,9848,dialseg711_dial_356,3,user,I'd like it to be expensive. 4 star rated.,0,0,,9848.0
23713,,9166,dialseg711_dial_330,11,user,I'm looking for a specific hospital by the name of Addenbrookes.,3,0,,9166.0
23714,,17727,dialseg711_dial_651,2,agent,I've head the Curry Prince is fantastic.. What area are you looking for?,0,0,,17727.0
23715,,1657,dialseg711_dial_057,15,user,Do they have free parking?,1,0,,1657.0
23716,,578,dialseg711_dial_020,5,user,What type of car is it? And is there a contact number?,0,0,,578.0
23717,,6152,dialseg711_dial_217,18,agent,"I have information for Addenbrookes Hospital at Hills Rd, Cambridge. If you have a certain department you would like to contact, I can get that number for you.",3,0,,6152.0
23718,,5717,dialseg711_dial_202,21,user,Danville!,3,1,,5717.0
23719,,14409,dialseg711_dial_529,9,user,"Hi, I need to find a train to cambridge, please.",2,0,,14409.0
23720,,6707,dialseg711_dial_240,3,user,Fresno please,0,0,,6707.0
23721,,5161,dialseg711_dial_183,10,agent,Your tennis is Monday at 3 pm with your father.,1,1,,5161.0
23722,,4306,dialseg711_dial_151,11,user,I'll take the El Shaddai please.,2,0,,4306.0
23723,,1626,dialseg711_dial_056,4,agent,"Oh no! The telephone number for the police is 01223358966, their address is Parkside, Cambridge, and their postcode is CB11JG. I hope no one was injured!",0,1,,1626.0
23724,,14795,dialseg711_dial_542,1,user,What is the date and time of my next doctors appointment?,0,1,,14795.0
23725,,1345,dialseg711_dial_046,17,user,"No, thank you. You have given me all the info I need for today.",1,0,,1345.0
23726,,17148,dialseg711_dial_628,28,agent,I reserved you 6 seats on the TR5754. It leaves at 11:24. The total fee of 60.59 GBP is payable at the station. Your reference number is : 1IBJMMM8,3,1,,17148.0
23727,,7662,dialseg711_dial_276,20,agent,"We have 11 guesthouses available in the area, what is your price range and what amenities would you like in the guesthouse?",3,0,,7662.0
23728,,4229,dialseg711_dial_148,28,agent,"That was a successful booking, your reference number is T6C83P46.",3,1,,4229.0
23729,,18070,dialseg711_dial_663,13,user,There's a place I've heard of that I'm looking for more details. Warkworth House. Do you know of it?,2,0,,18070.0
23730,,12711,dialseg711_dial_465,13,user,"I'd love something in the east, hopefully with free parking.",2,0,,12711.0
23731,,12956,dialseg711_dial_475,3,user,Okay perfect. What day and time is the conference on?,0,0,,12956.0
23732,,7000,dialseg711_dial_251,11,user,"Sure, there are many options with free internet and parking. What area of town do you prefer to stay in?",3,0,,7000.0
23733,,6971,dialseg711_dial_250,24,agent,You are very welcome! Is there anything else I can assist you with?,3,1,,6971.0
23734,,18750,dialseg711_dial_688,23,user,Is there a moderate place in the in the south that has free parking?,3,0,,18750.0
23735,,15093,dialseg711_dial_553,2,agent,There are five places that have parking. What price range do you want?,0,0,,15093.0
23736,,12164,dialseg711_dial_443,2,agent,For which one would you like to know? I have one on Thursday and one on Friday.,0,0,,12164.0
23737,,11210,dialseg711_dial_406,23,user,What about moderately priced 4 star lodging of any hotel type?,4,0,,11210.0
23738,,3939,dialseg711_dial_140,15,user,put my optometrist appointment in my calendar,2,1,,3939.0
23739,,13527,dialseg711_dial_497,16,agent,There are 6 hotels on the east side with free parking. Do you have a price preference?,2,0,,13527.0
23740,,12265,dialseg711_dial_447,15,user,Monday: will it be warm?,2,0,,12265.0
23741,,17282,dialseg711_dial_633,22,agent,"Ok, I have TR9616 that leaves at 21:39. Will that work for you?",3,0,,17282.0
23742,,16930,dialseg711_dial_621,1,user,what's today's and tomorrow's forecast,0,0,,16930.0
23743,,13968,dialseg711_dial_514,7,user,I'm looking for a place to go in town to have fun. Are there any nightclubs in the west?,1,0,,13968.0
23744,,7781,dialseg711_dial_281,15,user,Can you help me locate a swimming pool?,2,0,,7781.0
23745,,13537,dialseg711_dial_497,26,agent,There's actually two. Would you like more information on them?,3,0,,13537.0
23746,,8515,dialseg711_dial_306,19,user,That would be perfect!,2,0,,8515.0
23747,,14587,dialseg711_dial_534,11,user,Can you help me find some cheap Italian food?,1,0,,14587.0
23748,,3145,dialseg711_dial_110,20,agent,The weather forecast doesn't predict any blizzard this week in Inglewood,2,1,,3145.0
23749,,881,dialseg711_dial_031,14,agent,welcome. at your service next time,1,1,,881.0
23750,,2023,dialseg711_dial_069,2,agent,I've found several hotels in the moderate price range. Is there a specific area of town you're looking to stay in?,0,0,,2023.0
23751,,6089,dialseg711_dial_215,23,user,I need a taxi departing from the gardenia.,3,0,,6089.0
23752,,12495,dialseg711_dial_456,10,agent,I'll need a destination to give them before I can book that for you.,1,0,,12495.0
23753,,3795,dialseg711_dial_135,1,user,find me all the nearest hotels,0,0,,3795.0
23754,,3101,dialseg711_dial_108,28,agent,There is very high chance of rain in Carson next week.,4,0,,3101.0
23755,,4915,dialseg711_dial_173,19,user,"Thank you, may I have their phone number and address?",4,0,,4915.0
23756,,15012,dialseg711_dial_550,32,agent,That is all unless you need something more from me.,4,0,,15012.0
23757,,4386,dialseg711_dial_154,20,agent,The hospital is located on Hills Road Postcode CB20QQ. Each surgery department has a different number. Which surgery department do you need?,2,1,,4386.0
23758,,7281,dialseg711_dial_261,15,user,I want help booking a taxi,3,0,,7281.0
23759,,7350,dialseg711_dial_264,8,agent,I have about 5 great options for you. Do you prefer a certain area in the city?,2,0,,7350.0
23760,,10762,dialseg711_dial_390,26,agent,The TR5998 leaves cambridge at 10:40 and arrives stansted airport at 12:08. It's price is 10.10 pounds. There are earlier trains if you wish.,4,0,,10762.0
23761,,17951,dialseg711_dial_659,26,agent,Should I book that for you?,2,1,,17951.0
23762,,2435,dialseg711_dial_084,2,agent,"The nearest police station is Parkside Police Station. It is located in Parkside, Cambridge, postcode CB11JG. Their phone number is 01223358966.",0,0,,2435.0
23763,,6988,dialseg711_dial_250,41,user,Have a nice day.,4,0,,6988.0
23764,,12236,dialseg711_dial_446,10,agent,They do! Would you like to reserve a room?,1,0,,12236.0
23765,,7518,dialseg711_dial_271,2,agent,"We don't have any hotels that meet those specifications. Would you like a different area, or perhaps a different star rating?",0,0,,7518.0
23766,,12007,dialseg711_dial_437,8,agent,"For indian food, I have the Curry Prince restaurant and Rajmahal. They are both moderately priced and located in the east. Can I tell you more about one of those?",1,0,,12007.0
23767,,16100,dialseg711_dial_591,20,agent,In which city do you want to know if it will snow?,2,0,,16100.0
23768,,8556,dialseg711_dial_307,24,agent,There are two hotels in that area with free parking: Ashley Hotel and the Lovell lodge. Would you like to book either of those?,3,0,,8556.0
23769,,13282,dialseg711_dial_488,23,user,what is the weather like in new york this week,3,0,,13282.0
23770,,16253,dialseg711_dial_598,5,user,"No, I just needed the information, thank you.",0,0,,16253.0
23771,,8065,dialseg711_dial_291,1,user,Hello. I need a train leaving from London Kings Cross on Thursday. What's available?,0,0,,8065.0
23772,,11964,dialseg711_dial_435,18,agent,Great you're all set the reference number is 48MB42OD,2,0,,11964.0
23773,,2248,dialseg711_dial_077,5,user,The 76 gas station is located at 91 El Camino Real. It is 4 miles away through moderate traffic,1,1,,2248.0
23774,,10158,dialseg711_dial_368,19,user,"Great, I will also need their contact number please.",2,0,,10158.0
23775,,6321,dialseg711_dial_224,35,user,I am looking for information on the kirkwood house.,4,0,,6321.0
23776,,5020,dialseg711_dial_178,9,user,I don't have a preference for leave time. I need to arrive in London Kings Cross by 14:00.,1,0,,5020.0
23777,,2198,dialseg711_dial_075,7,user,I don't understand. Can you provide the name of a hospital nearby I can go to?,1,0,,2198.0
23778,,13403,dialseg711_dial_492,27,user,Look at today and tomorrow and tell me if there will be drizzle in camarillo,4,0,,13403.0
23779,,12444,dialseg711_dial_454,9,user,What hospitals are nearby?,2,0,,12444.0
23780,,258,dialseg711_dial_009,3,user,I would be arriving Sunday.,0,0,,258.0
23781,,15392,dialseg711_dial_564,8,agent,There are over twenty four-star hotels or guesthouses. What area do you prefer?,1,0,,15392.0
23782,,3274,dialseg711_dial_114,24,agent,"Address: Hills Rd, Cambridge, Postcode: CB20QQ. Can I help with anything else today?",4,0,,3274.0
23783,,14108,dialseg711_dial_517,37,user,Pizza hut cherry hinton. Can you provide me with the area they are located in?,4,0,,14108.0
23784,,6449,dialseg711_dial_230,8,agent,"Your table at riverside brasserie is booked, one person at 14:45 on Saturday. Your booking reference is UZD82IFV. Can I help you with anything else?",0,1,,6449.0
23785,,1433,dialseg711_dial_048,40,agent,Is there anything else I can help you with today?,4,0,,1433.0
23786,,19102,dialseg711_dial_701,22,agent,They are located at Napier Street City Centre,3,1,,19102.0
23787,,7936,dialseg711_dial_286,34,agent,Of course! They're located at 1-6 corn exchange street with postcode cb23qf. Anything else I can do for you?,4,0,,7936.0
23788,,12455,dialseg711_dial_455,2,agent,i suggest stazione restaurant and coffee bar italian centre expensive 01223352607 cb23nj Market Hill City Centre,0,0,,12455.0
23789,,12919,dialseg711_dial_474,4,agent,In Los Angeles is gonna rain on Sunday,0,1,,12919.0
23790,,13856,dialseg711_dial_509,3,user,That sounds great. Can I reserve a table for 4 at 20:00 on Wednesday?,0,0,,13856.0
23791,,4851,dialseg711_dial_170,33,user,I need to be picked up from curry prince. Please let me know what kind of car to expect and a number they can be reached at.,3,0,,4851.0
23792,,15828,dialseg711_dial_580,20,agent,I have the Addenbrookes Hospital on Hills Road in Cambridge. Their phone number is 01223245151.,3,0,,15828.0
23793,,7353,dialseg711_dial_264,11,user,Are there any moderately priced guesthouses in that part of town?,2,0,,7353.0
23794,,66,dialseg711_dial_002,17,user,Good evening. Can you help me find a guesthouse to stay at for the weekend?,3,0,,66.0
23795,,12946,dialseg711_dial_474,31,user,A guesthouse is fine. I'm looking for a place in the north with free parking.,4,0,,12946.0
23796,,5393,dialseg711_dial_192,2,agent,"Hello, the closet hospital is Addenbrookes",0,0,,5393.0
23797,,11488,dialseg711_dial_417,11,user,"No, but I would like to have free wifi.",1,0,,11488.0
23798,,16222,dialseg711_dial_596,8,agent,There are restaurants that serve british food. What is your price range?,2,0,,16222.0
23799,,17663,dialseg711_dial_648,2,agent,"You have three optometrist appointments scheduled. One one Saturday at 9am, another on the 18th at 7pm, and one more on Tuesday at 9am.",0,1,,17663.0
23800,,4511,dialseg711_dial_159,8,agent,I can help you with that. where are you going?,1,0,,4511.0
23801,,632,dialseg711_dial_021,28,agent,Sure! when would you like to arrive?,4,0,,632.0
23802,,17255,dialseg711_dial_632,25,user,"Yes, I also need the postcode.",3,0,,17255.0
23803,,174,dialseg711_dial_005,33,user,Awesome. Can I have the contact number?,4,0,,174.0
23804,,14346,dialseg711_dial_526,26,agent,"Booking was successful, the total fee is 16.5 GBP payable at the station. Reference number is : SALFLI4E.",4,0,,14346.0
23805,,14388,dialseg711_dial_528,24,agent,How about the Dojo Noodle Bar? They serve Asian Oriental.,3,0,,14388.0
23806,,2122,dialseg711_dial_072,19,user,No not in particular.,3,0,,2122.0
23807,,14277,dialseg711_dial_523,20,agent,"The post code is cb236bw. The address is Back Lane, Cambourne. Do you want me to book it for you?",3,1,,14277.0
23808,,851,dialseg711_dial_030,6,agent,"Okay, you have six tickets reserved on TR4550. The total fee is 61.44 GBP payable at the station, and your reference number is P9P4UBVH.",0,1,,851.0
23809,,1139,dialseg711_dial_039,7,user,Does the Holiday Inn Cambridge have free parking? I forgot to tell you I need that.,0,0,,1139.0
23810,,3883,dialseg711_dial_138,5,user,I don't need to book just yet. But can I get the arrival time and price per ticket.,0,0,,3883.0
23811,,3801,dialseg711_dial_135,7,user,I need to leave on Saturday and arrive by 17:00.,1,0,,3801.0
23812,,16042,dialseg711_dial_588,8,agent,"Okay, you're all set. Be on the look out for a blue tesla. You can reach the taxi at 07814723348. Can I do anything more for you?",2,0,,16042.0
23813,,17915,dialseg711_dial_658,16,agent,The postcode is CB11JG.,2,0,,17915.0
23814,,13277,dialseg711_dial_488,18,agent,When do you want your reservation to be and for how many people?,2,0,,13277.0
23815,,7696,dialseg711_dial_278,4,agent,I have completed your booking! The car type is a white volkswagen and the contact number is 07027624842.,0,1,,7696.0
23816,,10354,dialseg711_dial_375,3,user,"I need the postcode, thanks.",0,0,,10354.0
23817,,19173,dialseg711_dial_704,9,user,"Anytime after 21:30 is fine for me, thanks.",2,0,,19173.0
23818,,15829,dialseg711_dial_580,21,user,What is the postcode?,3,0,,15829.0
23819,,2479,dialseg711_dial_085,22,agent,Booking was successful. The table will be reserved for 15 minutes. Reference number is : CQV6JDS3.,3,1,,2479.0
23820,,10912,dialseg711_dial_396,18,agent,Ok I have a red ford and the contact number is 07619968321. Anything else I can do for you?,2,0,,10912.0
23821,,625,dialseg711_dial_021,21,user,Which of the two are closest?,2,0,,625.0
23822,,15625,dialseg711_dial_573,9,user,"Yes, please. for 4 people at 13:00 on monday.",1,0,,15625.0
23823,,2963,dialseg711_dial_103,7,user,"Hi car, can you set a reminder for my conference at 5 pm, the 6th of this month, with executive team for 1 pm?",1,0,,2963.0
23824,,7213,dialseg711_dial_259,15,user,"No, I don't really care. Can you suggest one?",1,0,,7213.0
23825,,16526,dialseg711_dial_606,20,agent,Which city would you like the weekend forecast for?,2,0,,16526.0
23826,,8462,dialseg711_dial_304,26,agent,We are happy to help. Thank you for using our service. Have all of your needs been met?,2,1,,8462.0
23827,,2935,dialseg711_dial_102,15,user,"No, Please book me at cityroomz if 3 people and 3 nights starting from wednesday is unavailable can you try one night?",1,0,,2935.0
23828,,16984,dialseg711_dial_623,9,user,I need to leave after 21:00 please.,1,0,,16984.0
23829,,4393,dialseg711_dial_154,27,user,I am looking for information about a hotel called the autumn house.,4,0,,4393.0
23830,,15823,dialseg711_dial_580,15,user,"Yes, I need the postcode, address, and phone number.",2,0,,15823.0
23831,,6789,dialseg711_dial_242,26,agent,"We're 2 miles away from Town and Country but there is a car collision nearby, we might lose lot of time",4,0,,6789.0
23832,,7015,dialseg711_dial_252,3,user,I want to be picked up from the golden curry,0,0,,7015.0
23833,,10483,dialseg711_dial_379,23,user,How about the center?,3,0,,10483.0
23834,,11951,dialseg711_dial_435,5,user,How about Spanish food then?,0,0,,11951.0
23835,,8513,dialseg711_dial_306,17,user,"I am looking to go from cambridge, and go on friday arriving by 14:30",2,0,,8513.0
23836,,6715,dialseg711_dial_240,11,user,"OK, but will there be rain, or will it be dry?",2,0,,6715.0
23837,,4160,dialseg711_dial_146,23,user,No. Try looking for a restaurant that serves Korean food.,3,0,,4160.0
23838,,17735,dialseg711_dial_651,10,agent,"Of course! TR0811 leaves at 17:32, arrives at 18:32, with a duration of 60 minutes. The price is 14.32 pounds. May I assist you with anything else?",1,1,,17735.0
23839,,8883,dialseg711_dial_319,17,user,I am looking for the Addenbrookes Hospital.,2,0,,8883.0
23840,,19335,dialseg711_dial_710,10,agent,There are 57 restaurants that match your specifications. Do you want anything more specific?,2,0,,19335.0
23841,,4690,dialseg711_dial_165,7,user,Sounds perfect. What is the postcode?,1,0,,4690.0
23842,,14702,dialseg711_dial_538,20,agent,I'm afraid they're fully booked for 16:45 Sunday. Perhaps a different time or day?,2,0,,14702.0
23843,,5580,dialseg711_dial_197,19,user,I am looking for a place to stay. The hotel should include free parking and should be in the type of guesthouse,3,0,,5580.0
23844,,9709,dialseg711_dial_350,14,agent,Curry garden is an Indian restaurant in the expensive price range.,2,0,,9709.0
23845,,15748,dialseg711_dial_577,20,agent,I have one hotel that meets that criteria. It has 3 stars and offers free wifi and parking. This would be the Lensfield Hotel. Can I book you a room?,4,0,,15748.0
23846,,15939,dialseg711_dial_584,7,user,"This week, on Tuesday at 4 pm.",1,0,,15939.0
23847,,8347,dialseg711_dial_300,23,user,"Yes, does it have free parking?",4,0,,8347.0
23848,,4360,dialseg711_dial_153,14,agent,Unfortunately there aren't other options nearby but I can set an alternate route to not waste too much time in the traffic,2,1,,4360.0
23849,,12714,dialseg711_dial_465,16,agent,Sounds like you are looking for express by holiday inn cambridge. Can I reserve a room for you?,2,0,,12714.0
23850,,18436,dialseg711_dial_677,21,user,where can i find tea around me,4,0,,18436.0
23851,,19170,dialseg711_dial_704,6,agent,"you have two dinners, one on Monday at 8 pm with Jon and one on the 8th at 5 pm with Marta",1,1,,19170.0
23852,,2095,dialseg711_dial_071,24,agent,What is your destination?,4,0,,2095.0
23853,,2306,dialseg711_dial_080,11,user,"Actually, I've changed my mind. I'm going to wait on that reservation, thanks.",0,0,,2306.0
23854,,4439,dialseg711_dial_156,18,agent,Which location did you want temperature information for?,3,0,,4439.0
23855,,13234,dialseg711_dial_487,1,user,"Howdy! I'm in town for the night and need a place to stay. I'd like a four star joint with free parking, if you please.",0,0,,13234.0
23856,,14050,dialseg711_dial_516,17,user,I'm trying to find a local hospital.,2,0,,14050.0
23857,,451,dialseg711_dial_015,28,agent,"Sorry, we don't have anything that matches the options that you've selected. Would you like to search for a different option?",4,0,,451.0
23858,,17295,dialseg711_dial_634,1,user,I am looking for a college in the west part of town to visit.,0,0,,17295.0
23859,,2874,dialseg711_dial_099,26,agent,It is expensive and it has free parking.,4,0,,2874.0
23860,,19055,dialseg711_dial_699,25,user,I am heading to London Kings Cross and would need the train for Wednesday please. Oh and I need to leave after 18:00 sometime.,4,0,,19055.0
23861,,18127,dialseg711_dial_665,8,agent,Sure! when would you like to arrive?,1,0,,18127.0
23862,,17065,dialseg711_dial_625,26,agent,You're welcome. Is there anything else I can help you with today?,3,1,,17065.0
23863,,8777,dialseg711_dial_316,9,user,"No, that is all I need. Thank you so much for your help. Have a nice day.",0,0,,8777.0
23864,,8131,dialseg711_dial_293,1,user,I am look for a place to stay that is in the moderate price range and it should include free parking.,0,0,,8131.0
23865,,15299,dialseg711_dial_561,2,agent,Which part of town would you prefer?,0,0,,15299.0
23866,,16425,dialseg711_dial_603,17,user,Thank you for your help.,1,0,,16425.0
23867,,1897,dialseg711_dial_065,7,user,"Yes, that is correct",0,0,,1897.0
23868,,9134,dialseg711_dial_329,13,user,Either is fine. I'd like a guesthouse.,2,0,,9134.0
23869,,14547,dialseg711_dial_533,9,user,I'm looking for information on a train that will arrive at 20:45 Wednesday.,1,0,,14547.0
23870,,6582,dialseg711_dial_236,2,agent,"You have a swimming activity on saturday, tuesday and the 3rd, which one do you want?",0,0,,6582.0
23871,,5490,dialseg711_dial_195,23,user,I prefer the east but I am open to other areas of town.,3,0,,5490.0
23872,,2715,dialseg711_dial_094,15,user,Thank you very much for your help,1,0,,2715.0
23873,,4040,dialseg711_dial_143,15,user,"Yes, please. Could you book 8 tickets?",2,0,,4040.0
23874,,6254,dialseg711_dial_222,10,agent,Cotto is very good. Can I reserve a table for you?,2,0,,6254.0
23875,,5649,dialseg711_dial_200,8,agent,Is there anything else I can assist you with today?,0,1,,5649.0
23876,,12975,dialseg711_dial_476,6,agent,The entrance fee is free. Anything else today?,0,1,,12975.0
23877,,3531,dialseg711_dial_124,15,user,"I don't care about the price range, but I need free parking, please.",3,0,,3531.0
23878,,7216,dialseg711_dial_259,18,agent,Their phone is 01223506055 and the postcode is cb43le. Would you like me to make a booking?,1,1,,7216.0
23879,,18352,dialseg711_dial_674,13,user,Are there any British restaurants in the centre?,2,0,,18352.0
23880,,7175,dialseg711_dial_258,3,user,I'd like a train to Cambridge that arrives by 11:30.,1,0,,7175.0
23881,,7851,dialseg711_dial_283,19,user,Mountain View,3,0,,7851.0
23882,,4800,dialseg711_dial_169,12,agent,I have pulled up City Stop Restaurant. What information do you need?,1,0,,4800.0
23883,,785,dialseg711_dial_027,7,user,surprise me! i need a booking for 6 people 2 nights starting on friday.,0,0,,785.0
23884,,2413,dialseg711_dial_083,8,agent,710 newmarket road,0,1,,2413.0
23885,,1454,dialseg711_dial_049,21,user,I am looking for the nearest police station.,4,0,,1454.0
23886,,11479,dialseg711_dial_417,2,agent,"Certainly, and do you know what time you would like to leave?",0,0,,11479.0
23887,,5628,dialseg711_dial_199,17,user,find nearest chinese restaurant,3,0,,5628.0
23888,,18270,dialseg711_dial_670,31,user,"Thank you, can I please get an address and postal code. Is there an entrance fee that will be charged.",4,0,,18270.0
23889,,12554,dialseg711_dial_458,13,user,Hello there. Any suggestions on a good seafood restaurant located in the centre of town?,3,0,,12554.0
23890,,10699,dialseg711_dial_388,21,user,I need a place to stay in the expensive range.,4,0,,10699.0
23891,,5038,dialseg711_dial_178,27,user,Someone just robbed me! I need some help urgently please!,3,0,,5038.0
23892,,3308,dialseg711_dial_116,4,agent,Yes they are.,0,0,,3308.0
23893,,3012,dialseg711_dial_105,17,user,"Please send me her address on screen and pick a route with no traffic to get there, thank you!",2,0,,3012.0
23894,,16877,dialseg711_dial_619,2,agent,There are many great museums to choose from. Is there a specific area of town you are looking to visit?,0,0,,16877.0
23895,,7526,dialseg711_dial_271,10,agent,"OK, and what time are you traveling?",1,0,,7526.0
23896,,9522,dialseg711_dial_343,25,user,"Hello, I'm in need lodging that has free wifi and zero stars.",3,0,,9522.0
23897,,8269,dialseg711_dial_297,26,agent,The phone number to the police station is 01223358966. Is there anything else I can help you with?,3,0,,8269.0
23898,,7187,dialseg711_dial_258,15,user,Is the Avalon a hotel or a guesthouse?,2,0,,7187.0
23899,,11796,dialseg711_dial_428,19,user,Set a reminder for tennis next month on the 13th at 6pm with my aunt.,4,0,,11796.0
23900,,16694,dialseg711_dial_611,12,agent,"Sure. The hospital is located at Hills Rd, Cambridge, postcode CB20QQ. You can call them at 01223245151. Is there anything else I can help you with today?",3,0,,16694.0
23901,,7384,dialseg711_dial_265,24,agent,The ashley hotel is located at 74 chesterton road. Would you like any other information about it?,2,0,,7384.0
23902,,11030,dialseg711_dial_400,12,agent,"Unfortunately there are no tables available matching that, do you have another time?",1,0,,11030.0
23903,,9010,dialseg711_dial_324,37,user,Manhattan on Saturday please.,4,0,,9010.0
23904,,4096,dialseg711_dial_144,41,user,"But I'm not sure from what you said - is the Ashley priced moderately, and do they have free wifi? We are 3 people and we'd like to stay 4 nights.",4,0,,4096.0
23905,,10660,dialseg711_dial_387,7,user,set alarm for dinner tonight,1,1,,10660.0
23906,,1559,dialseg711_dial_053,8,agent,"I can call the police for you but the number is 01223358966. The closest hospital is located at Hills Rd, Cambridge.",1,0,,1559.0
23907,,5150,dialseg711_dial_182,25,user,I was in a car accident dispute and I need help!,4,0,,5150.0
23908,,1550,dialseg711_dial_052,29,user,Remind me about my optometrist appointment with Jon at 2 pm at the end of March,4,0,,1550.0
23909,,10278,dialseg711_dial_372,17,user,Yes please. I would love the phone number.,2,0,,10278.0
23910,,3873,dialseg711_dial_137,27,user,Could you also please tell me the area that is in?,3,0,,3873.0
23911,,15703,dialseg711_dial_575,27,user,"yes, I would like the area and the postcode.",4,0,,15703.0
23912,,17005,dialseg711_dial_624,4,agent,"There are eleven trains that will get you there by then, for how many people?",0,0,,17005.0
23913,,14205,dialseg711_dial_521,16,agent,"The phone number is 01223245151, address is Hills Road, Cambridge, and the postcode is CB20QQ.",2,1,,14205.0
23914,,13162,dialseg711_dial_483,23,user,What about Chinese food?,4,0,,13162.0
23915,,5995,dialseg711_dial_212,27,user,Can you help me book a train on Sunday?,4,0,,5995.0
23916,,14138,dialseg711_dial_519,9,user,"How about the moderate one? May I have their address, please?",1,0,,14138.0
23917,,5027,dialseg711_dial_178,16,agent,Are you sure you are looking for a hotel?,2,0,,5027.0
23918,,5308,dialseg711_dial_189,11,user,"Yes, I am attending a physician's conference and need to locate a room for tonight.",1,0,,5308.0
23919,,6435,dialseg711_dial_229,18,agent,The park is located at Bateman Street and the phone number is 01223336265. Can I help you with anything else?,3,1,,6435.0
23920,,2868,dialseg711_dial_099,20,agent,"Addenbrookes Hospital is located on Hills Rd, Cambridge. Do you need the phone number?",3,0,,2868.0
23921,,9980,dialseg711_dial_361,13,user,Will it be cloudy in San Mateo today?,2,0,,9980.0
23922,,4555,dialseg711_dial_160,22,agent,"The express by Holiday Inn Cambridge meets your needs, would you like to book it?",4,0,,4555.0
