,Unnamed: 0,dial_id,turn_id,role,utterance,topic_id,segmentation_label,da
19024,19024,dialseg711_dial_698,12,agent,We have 5 such places! Any preference on area?,3,0,
6248,6248,dialseg711_dial_222,4,agent,There is the Cambridge University Botanic Gardens which is a park. Will this work for you?,1,0,
1084,1084,dialseg711_dial_037,13,user,I am looking for a place serving christmas food in the centre of town.,1,0,
15820,15820,dialseg711_dial_580,12,agent,Thank you for using our services. Have a great day!,1,1,
12374,12374,dialseg711_dial_451,17,user,I actually need to leave after 23:00,2,0,
14412,14412,dialseg711_dial_529,12,agent,I have 10 trains available. Is there a certain time you would like to travel?,2,0,
970,970,dialseg711_dial_034,3,user,I'm headed to Cambridge on Tuesday.,0,0,
13586,13586,dialseg711_dial_499,11,user,Send me directionsome please.,1,0,
6179,6179,dialseg711_dial_218,15,user,"That is it, Thank you.",2,0,
15834,15834,dialseg711_dial_580,26,agent,"Of course, your taxi is reserved, the vehicle will be a white skoda and the contact phone number is 07557776784",4,0,
6626,6626,dialseg711_dial_237,4,agent,07821922219 is the number for your Blue ford taxi.,0,1,
11114,11114,dialseg711_dial_403,4,agent,Stanford Childrens Health is 3 miles away.,1,0,
17281,17281,dialseg711_dial_633,21,user,I would like to leave anytime after 20:15.,3,0,
17007,17007,dialseg711_dial_624,6,agent,The price is $9.80 pound per ticket. Would you like to book it?,0,0,
13936,13936,dialseg711_dial_512,17,user,What is the address?,2,0,
14525,14525,dialseg711_dial_532,27,user,"Yes, I think that would be fine. Something in the north, please.",4,0,
1580,1580,dialseg711_dial_054,1,user,I am looking for things to do in Cambridge. Can you tell me if there are any nightclubs?,0,0,
13212,13212,dialseg711_dial_485,17,user,I need to find a hospital in town please.,4,0,
11352,11352,dialseg711_dial_411,19,user,Boston.,2,0,
10654,10654,dialseg711_dial_387,1,user,I was just robbed! Please help! I need to contact the police.,0,0,
8161,8161,dialseg711_dial_293,31,user,Could you also confirm the arrival time?,3,0,
3578,3578,dialseg711_dial_126,12,agent,"The El Shaddai Hotel is located at 41 warkworth street, would yo+u like the phone number?",2,0,
733,733,dialseg711_dial_025,11,user,Please help me with a taxi,3,0,
17655,17655,dialseg711_dial_647,20,agent,"I'm sorry, but there aren't any traditional restaurants in the centre. Would you like to try another cuisine?",3,0,
11495,11495,dialseg711_dial_417,18,agent,The number is 01223315702. Is there anything else that I can help you with?,1,1,
18861,18861,dialseg711_dial_692,18,agent,"Neither hotel appears to have three days available starting on Sunday for three people, can I look something else up for you?",1,0,
8404,8404,dialseg711_dial_302,22,agent,The Postcode is CB20QQ. Do you need any other assistance?,3,1,
2483,2483,dialseg711_dial_085,26,agent,The forecast for Manhattan shows today's low is 60F and the high is 70F.,4,0,
13763,13763,dialseg711_dial_505,12,agent,"I can book that for you, what time will you be leaving/arriving?",3,0,
16161,16161,dialseg711_dial_593,19,user,What is the date and time of my optometrist appointment?,4,0,
16180,16180,dialseg711_dial_594,18,agent,Where will you leave from?,3,0,
19204,19204,dialseg711_dial_705,20,agent,ok its a yellow ford and the contact number is 07048042435,3,0,
10662,10662,dialseg711_dial_387,9,user,What city would you like to know if it is cloudy in?,2,0,
3014,3014,dialseg711_dial_105,19,user,Thank you,2,0,
15216,15216,dialseg711_dial_557,20,agent,"Sounds good, thanks.",4,0,
10170,10170,dialseg711_dial_368,31,user,How much per night?,4,0,
1624,1624,dialseg711_dial_056,2,agent,The Parkside Police Station's telephone number is 01223358966. Are you in need of medical assistance? The Addenbrookes Hospital's Telephone number is 01223245151,0,0,
3508,3508,dialseg711_dial_123,28,agent,"Yes, there are 16 4 star guest houses that have free parking. Do you have an area you are looking at?",3,0,
4110,4110,dialseg711_dial_145,11,user,"Unfortunately, no. Can we try a shorter stay period?",1,0,
4989,4989,dialseg711_dial_176,16,agent,Caffe Uno? Excellent choice! Would you like to make a reservation?,4,0,
17257,17257,dialseg711_dial_632,27,user,give me directions to my friends house,4,0,
18847,18847,dialseg711_dial_692,4,agent,"The address is Hills Rd, Cambridge. The postcode is CB20QQ. The phone number is 01223245151. Can I help with anything else?",0,1,
10432,10432,dialseg711_dial_378,6,agent,"There are 5 British restaurants in the moderate price range, do you have a specific area you would prefer?",0,0,
2503,2503,dialseg711_dial_086,20,agent,"Hills rd, Cambridge, post code CB20QQ.",4,0,
15662,15662,dialseg711_dial_574,16,agent,The postcode is CB20QQ.,3,0,
18636,18636,dialseg711_dial_684,17,user,"As long as they serve British cuisine and moderately priced, that sounds great. Thanks for your help.",3,0,
1396,1396,dialseg711_dial_048,3,user,I am headed to Cambridge this week.,0,0,
6286,6286,dialseg711_dial_223,24,agent,Compton is not showing a forecast for cloudy skies today.,4,0,
15647,15647,dialseg711_dial_574,1,user,what is the weather supposed to be like for the next week,0,0,
7326,7326,dialseg711_dial_263,14,agent,"OK. I can do that for you. I need number of people, length of stay, and day of arrival.",2,0,
10011,10011,dialseg711_dial_362,22,agent,You are welcome. Do you need any further assistance?,3,1,
18321,18321,dialseg711_dial_672,28,agent,A and B guest house is available.,4,0,
7635,7635,dialseg711_dial_275,19,user,"Could you help me find Cityroomz, please?",3,0,
13209,13209,dialseg711_dial_485,14,agent,Where will you be headed to?,3,0,
7468,7468,dialseg711_dial_269,4,agent,The phone number is 01223358966. We have already given you the physical address..,0,1,
11817,11817,dialseg711_dial_429,20,agent,Addenbrookes hospital diabetes and endocrinology department phone number is 01223217323,3,1,
977,977,dialseg711_dial_034,10,agent,"Ok, what is your destination?",1,0,
16512,16512,dialseg711_dial_606,6,agent,welcome. at your service next time,0,1,
16808,16808,dialseg711_dial_616,3,user,"No, I'm getting general info. I need the hospital postal code and phone number, though.",0,0,
651,651,dialseg711_dial_022,15,user,what's the weather going to be like for this week,3,0,
11239,11239,dialseg711_dial_407,18,agent,Can I be of further assistance to you today?,2,1,
4333,4333,dialseg711_dial_152,14,agent,"No I am sorry, they are both in the moderate price range. Would you like to book one of them?",1,0,
12291,12291,dialseg711_dial_448,3,user,You can help by getting me a taxi to curry king,1,0,
15415,15415,dialseg711_dial_565,5,user,That sounds interesting. Can you just give me their phone number please?,0,0,
14090,14090,dialseg711_dial_517,19,user,I will be leaving Cambridge to go to Bishops Stortford.,2,0,
2609,2609,dialseg711_dial_090,25,user,"I need to get to Thanh Binh, please. And yes, my departure location is The Place.",4,0,
1163,1163,dialseg711_dial_039,31,user,I sure hope so. I've been injured and I need a hospital.,4,0,
4045,4045,dialseg711_dial_143,20,agent,"I can book that for you, where will you be departing from?",3,0,
6442,6442,dialseg711_dial_230,1,user,I need a moderately priced restaurant that serves hungarian food.,0,0,
11883,11883,dialseg711_dial_432,24,agent,Do any of those include free parking?,4,0,
3595,3595,dialseg711_dial_127,7,user,I am looking for a place to dine. The restaurant should be expensive and should serve Chinese food.,2,0,
5549,5549,dialseg711_dial_196,36,agent,Thank you for using our services. Do you need any further assistance?,3,0,
6246,6246,dialseg711_dial_222,2,agent,I find no dinner scheduled this week with Sue.,0,1,
10356,10356,dialseg711_dial_375,5,user,show me traffic for going home,1,0,
3588,3588,dialseg711_dial_126,22,agent,It will not be warm in Menlo Park on Saturday.,4,0,
16084,16084,dialseg711_dial_591,4,agent,"Both are 4 miles away in heavy traffic, unfortunately. To which would you like directions?",0,0,
15389,15389,dialseg711_dial_564,5,user,Can you check for 17:15 on the same day?,0,0,
327,327,dialseg711_dial_011,16,agent,"Great, you are all set. A yellow honda has been booked and the contact number is 07621058499. Can I help with anything else today?",2,1,
17036,17036,dialseg711_dial_624,35,user,Nothing in particular. What do you recommend?,4,0,
9755,9755,dialseg711_dial_352,12,agent,Pizza Chicago is closer.,1,0,
6015,6015,dialseg711_dial_213,11,user,It doesn't matter to me.,0,0,
9394,9394,dialseg711_dial_339,4,agent,Going to The Westin.,0,1,
10317,10317,dialseg711_dial_373,22,agent,You're all set! Booked car type : yellow tesla Contact number : 07359534792,3,0,
9357,9357,dialseg711_dial_337,19,user,Isn't the local hospital called Addenbrookes Hospital?,3,0,
5453,5453,dialseg711_dial_194,12,agent,Little Seoul is located at 108 Regent Street City Centre.,2,0,
9888,9888,dialseg711_dial_357,11,user,I'm going to downing college from broughton house gallery. I need it after 22:30.,2,0,
8550,8550,dialseg711_dial_307,18,agent,What city are you inquiring about?,2,0,
3776,3776,dialseg711_dial_134,2,agent,The telephone number is 01223217712,0,1,
3851,3851,dialseg711_dial_137,5,user,I would like to stay in the south please.,1,0,
10868,10868,dialseg711_dial_394,28,agent,A black Audi will pick you up at Charlie Chan to leave at 12:15 and get you over to Cotto. Their contact # is: 07928872088,4,0,
8008,8008,dialseg711_dial_289,20,agent,"That worked, I guess you just needed a larger room. Your reference number is PR0ABUBI. Can I be of further assistance?",0,1,
15792,15792,dialseg711_dial_579,16,agent,"Certainly, we have 21. Do you have a cuisine type or a price range?",2,0,
17875,17875,dialseg711_dial_657,10,agent,Shell is located at 53 University Av.,1,1,
18056,18056,dialseg711_dial_662,27,user,Thank you very much for your help!,4,0,
5598,5598,dialseg711_dial_198,7,user,The train should depart from Cambridge on Wednesday and headed for Stansted Airport. It should arrive by 15:15. I would also like you to make a booking for 6 people.,1,0,
169,169,dialseg711_dial_005,28,agent,"I'm sorry, I think I misunderstood you. You want to leave before 20:30. You should book TR2602, leaving at 20:09. Travel time is 105 minutes.",3,1,
16767,16767,dialseg711_dial_614,16,agent,Do you have a preference for area or price range?,4,0,
5601,5601,dialseg711_dial_198,10,agent,"Sure thing! I've booked the train for 8, and your reference number is I62H3VUY. Is there anything else I can do for you today?",1,1,
14840,14840,dialseg711_dial_544,10,agent,"I have a train leaving Thursday at 13:59, would you like me to book it for you?",1,0,
4013,4013,dialseg711_dial_142,22,agent,"Addenbrookes Hospital is located at Hills Rd, Cambridge. Do you need any more information?",2,0,
11287,11287,dialseg711_dial_409,10,agent,Booking completed! Booked car type : black volvo Contact number : 07025112262,1,1,
13813,13813,dialseg711_dial_507,12,agent,The closest pizza spot i have listed is Pizza My Heart. It is 1 mile away and the address is 528 Anton Ct.,3,1,
10953,10953,dialseg711_dial_397,25,user,I am looking at traveling on Wednesday and departing from Cambridge.,3,0,
8815,8815,dialseg711_dial_317,9,user,I am looking for a train to Cambridge.,2,0,
17800,17800,dialseg711_dial_653,32,agent,Setting fastest route to Round Table which has moderate traffic.,4,0,
7738,7738,dialseg711_dial_279,14,agent,We have one. It is the city stop restaurant. Would you like me to book it for you?,2,0,
3415,3415,dialseg711_dial_120,24,agent,Sure. The price of those tickets are 75.10 pounds each.,2,1,
4034,4034,dialseg711_dial_143,9,user,I need help finding a train leaving cambridge after 15:30.,2,0,
4197,4197,dialseg711_dial_147,24,agent,"I'm sorry, I'm doing my best.. I picked the best route for you, enjoy your trip!",3,1,
16953,16953,dialseg711_dial_621,24,agent,The travel time from Stevenage to Cambridge is 49 minutes.,4,0,
9419,9419,dialseg711_dial_340,7,user,ill travel; on wednesday. get me the train ID and price,0,0,
10790,10790,dialseg711_dial_392,8,agent,"Addenbrookes Hospital is nearby, at Hills Rd, Cambridge. Do you need a particular department?",1,0,
18598,18598,dialseg711_dial_683,1,user,I am looking for a particular hotel. Its name is called cityroomz,0,0,
1227,1227,dialseg711_dial_042,4,agent,We will avoid the heavy traffic to Peets..,0,1,
14116,14116,dialseg711_dial_518,7,user,I need a taxi to go to mahal of cambridge,2,0,
11640,11640,dialseg711_dial_422,3,user,Please send me its address on screen and pick the quickest route for me,0,0,
2796,2796,dialseg711_dial_097,18,agent,You would probably enjoy meze bar restaurant. Would you like me to make a reservation?,2,0,
7026,7026,dialseg711_dial_252,14,agent,Safeway is at 452 Arcadia Pl.,2,1,
11266,11266,dialseg711_dial_408,19,user,I would like to go to Birmingham New Street and the train should leave after 14:15.,3,0,
7575,7575,dialseg711_dial_273,7,user,Thursday please.,1,0,
2008,2008,dialseg711_dial_068,23,user,I will take the 14:34. Can you book that for 4 people and provide me with a reference number please?,2,0,
5070,5070,dialseg711_dial_179,27,user,"No, it doesn't. What place would you recommend?",4,0,
6824,6824,dialseg711_dial_244,9,user,Tell me the one that I can get to the quickest,1,0,
1705,1705,dialseg711_dial_058,27,user,I got injured and I am looking for a hospital nearby,3,0,
18163,18163,dialseg711_dial_666,12,agent,I'd be happy to help! Where are you coming from?,2,0,
16894,16894,dialseg711_dial_619,19,user,That's all I needed. Thank you!,3,0,
15511,15511,dialseg711_dial_568,17,user,I got injured and I am looking for a hospital nearby. the hospital should have a neurology department,3,0,
10107,10107,dialseg711_dial_366,20,agent,Booking was successful. Reference number is : JAKCI7JO. Is there anything else we can help you with today?,2,1,
1429,1429,dialseg711_dial_048,36,agent,Do you have a further preference among them?,4,0,
14838,14838,dialseg711_dial_544,8,agent,"No problem, I have many options for you. Do you have a particular day of the week you would like to travel, or time?",1,0,
15985,15985,dialseg711_dial_585,27,user,Am looking for the Addenbrookes Hospital,4,0,
19030,19030,dialseg711_dial_698,18,agent,The phone number for the huntingdon marriott hotel is 01480446000. Is there anything else I can assist you with today?,3,0,
1006,1006,dialseg711_dial_034,39,user,"Yes, thank you. Can you book it for 3 people and provide the reference number for me?",4,0,
4554,4554,dialseg711_dial_160,21,user,"Yes, on the east side please.",4,0,
18955,18955,dialseg711_dial_695,20,agent,"Okay, I have 14 trains on that route leaving hourly on the :16 from 10:16 to 23:16. TR0667 leaves at 10:16, arrives at 11:35, with a total duration of 79 minutes.",4,0,
19243,19243,dialseg711_dial_706,35,user,Thank you very much!,4,0,
7229,7229,dialseg711_dial_259,31,user,"Yeah, how about for one day? Please get me the reference number if that works",3,0,
14827,14827,dialseg711_dial_543,24,agent,I'm departing from Norwich and need to arrive by 12:15.,4,0,
1261,1261,dialseg711_dial_043,12,agent,"Actually, I have 11 of them in the centre area. Might I suggest the Broughton House Gallery. It has free entrance and is located at 98 King Street.",1,0,
17245,17245,dialseg711_dial_632,15,user,Do either of those have free wifi?,2,0,
17552,17552,dialseg711_dial_643,23,user,on tuesday from cambridge to norway leaving at 2030 hrs,3,0,
11566,11566,dialseg711_dial_419,27,user,where can i find tea around me,3,0,
17409,17409,dialseg711_dial_638,26,agent,Could you tell me your intended destination please?,4,0,
15936,15936,dialseg711_dial_584,4,agent,I booked that for you. The car is a white skoda and the contact number is 07158145955.,0,1,
12894,12894,dialseg711_dial_473,5,user,Good Afternoon. I am trying to find an Indian restaurant to eat at. I would prefer something expensive. Can you help me?,1,0,
4279,4279,dialseg711_dial_150,14,agent,"Sure, yippee noodle bar is located at 40428 King Street City Centre. The phone number is 01223518111. How else may I assist you?",2,0,
16592,16592,dialseg711_dial_607,40,agent,Their number is 01223525725.,3,1,
17994,17994,dialseg711_dial_660,29,user,"Great, thanks for your help.",3,0,
5168,5168,dialseg711_dial_183,17,user,Can I get more information on the hotel?,2,0,
11958,11958,dialseg711_dial_435,12,agent,"Unfortunately, I don't see any restaurants that serve Venetian in the centre of town. Would you like to try a different area or type of cuisine?",2,0,
13600,13600,dialseg711_dial_499,25,user,Do you recommend a restaurant that is a little more different then the rest?,3,0,
6072,6072,dialseg711_dial_215,6,agent,Where are you leaving from?,1,0,
9864,9864,dialseg711_dial_356,19,user,"Ok, thanks. Could I also get the address and postal code? I need it for directions.",2,0,
6098,6098,dialseg711_dial_215,32,agent,Rice Boat is in the expensive price range. Can I help you with something else?,4,0,
2199,2199,dialseg711_dial_075,8,agent,"Addenbrookes Hospital is at Hills Rd, Cambridge and has a urology department.",1,0,
12106,12106,dialseg711_dial_441,8,agent,"There are 4 places that provide internet on the west side. 2 are hotels, and 2 are guesthouses. Do you have a preference?",2,0,
17414,17414,dialseg711_dial_638,31,user,Sure. can i just get the travel time and departure time please,4,0,
9593,9593,dialseg711_dial_346,8,agent,There are quite a few guesthouses in that area. Would a guesthouse meet your needs?,1,0,
8193,8193,dialseg711_dial_295,2,agent,Addenbrookes Hospital has a transplant high dependency unit. The phone number for the transplant high dependency unit is 01223216811. Would you like the address and postcode as well?,0,1,
7802,7802,dialseg711_dial_282,8,agent,"The address is Parkside, Cambridge, postcode CB11JG.",1,0,
1535,1535,dialseg711_dial_052,14,agent,"Booking was successful, the total fee is 17.6 GBP payable at the station . Reference number is : XABOWRR6.",1,0,
3635,3635,dialseg711_dial_128,15,user,"I've got my heart set on Danish but we could go a bit more expensive, I guess.",2,0,
14372,14372,dialseg711_dial_528,8,agent,Ok. The acorn guest house is in the north part of town in the moderate price range. Would that work?,1,0,
13935,13935,dialseg711_dial_512,16,agent,The closest Chinese restaurant is 4 miles away.,2,0,
7113,7113,dialseg711_dial_255,25,user,Yes please. Can you book it for Friday at 19:45? There will be 8 of us.,3,0,
15410,15410,dialseg711_dial_564,26,agent,"The nearest hospital is Addenbrookes Hospital at Hills Rd, Cambridge, postcode CB20QQ. The general telephone number is 01223245151. Do you need a particular department?",4,0,
16150,16150,dialseg711_dial_593,8,agent,Yes Teavana is the only place close to you at 2 miles away located at 145 Amherst St. Do you want me to set the GPS?,1,0,
17038,17038,dialseg711_dial_624,37,user,"Awesome, could you please give me their phone number?",4,0,
15645,15645,dialseg711_dial_573,29,user,I need to leave after 20:00 please.,4,0,
4373,4373,dialseg711_dial_154,7,user,No. Not right now. thank you very much for your help today.,0,0,
9652,9652,dialseg711_dial_348,5,user,"That sounds great! Yes, please! Book a table for 3 people at 15:45 on friday.",0,0,
12811,12811,dialseg711_dial_469,4,agent,Where are you wanting to know the snow forecast for?,1,0,
10656,10656,dialseg711_dial_387,3,user,May I have the address and postcode?,0,0,
11255,11255,dialseg711_dial_408,8,agent,"I have a train that leaves Cambridge at 15:50 and arrives in Ely at 16:07, would you like me to book it for you?",1,0,
8028,8028,dialseg711_dial_289,40,agent,"Okay, I am scheduling an optometrist appointment with Jeff for today at 7pm.",4,0,
6,6,dialseg711_dial_000,7,user,"Yes please, I need a reservation for 6 people for 5 nights starting on Saturday.",1,0,
7861,7861,dialseg711_dial_284,5,user,"That will be fine, thank you very much.",0,0,
17945,17945,dialseg711_dial_659,20,agent,You're welcome. Would you like me to make a reservation in your name?,2,0,
14222,14222,dialseg711_dial_522,5,user,"I just want something to do in the centre of town, can you tell me what sort of places there are?",0,0,
11807,11807,dialseg711_dial_429,10,agent,Anything else?,1,1,
7438,7438,dialseg711_dial_268,2,agent,I can help. We have 18 moderately priced hotels. Do you have any additional preferences?,0,0,
247,247,dialseg711_dial_008,18,agent,"Sure! The Parkside Police Station is located at Parkside, Cambridge and can be reached at 01223358966.",3,1,
1632,1632,dialseg711_dial_056,10,agent,The Acorn Guest House fits your criteria. It is located in the North. Would you like a reservation?,2,0,
13423,13423,dialseg711_dial_493,19,user,Find my friend's current address please.,3,0,
3978,3978,dialseg711_dial_141,25,user,"I think you're confused. I need the info, you're the help desk.",3,0,
7443,7443,dialseg711_dial_268,7,user,Great! Can you book that for me?,0,0,
11660,11660,dialseg711_dial_423,3,user,What is the address?,0,0,
12079,12079,dialseg711_dial_440,13,user,"Hi, I'm looking to catch a train to Norwich. Are there any that depart at or around 17:00?",3,0,
2184,2184,dialseg711_dial_074,27,user,Just one is fine.,3,0,
5617,5617,dialseg711_dial_199,6,agent,"Great, what time would you like to leave by or arrive by?",1,0,
16938,16938,dialseg711_dial_621,9,user,I will be traveling on monday and need to arrive by 14:15,1,0,
16306,16306,dialseg711_dial_599,28,agent,Ravenswood Shopping Center is located at 434 Arastraero Road.,4,0,
14399,14399,dialseg711_dial_528,35,user,"I don't need a reservation just yet, but can you give me the address?",4,0,
1023,1023,dialseg711_dial_035,16,agent,There are multiple trains available. By what time do you need to depart or arrive?,1,0,
15405,15405,dialseg711_dial_564,21,user,check the weather for today,3,0,
16671,16671,dialseg711_dial_610,27,user,What time will the taxi be arriving at the Alpha-Milton?,3,0,
6733,6733,dialseg711_dial_241,1,user,I am looking for a train to Petersborough.,0,0,
16778,16778,dialseg711_dial_615,1,user,"Yes, I need help locating Pizza Hut City Centre.",0,0,
2279,2279,dialseg711_dial_079,1,user,set an appointment for swimming,0,1,
17444,17444,dialseg711_dial_640,1,user,"Hi, I'd like to find a museum please.",0,0,
4902,4902,dialseg711_dial_173,6,agent,"Okay, I have contacted the emergency department for you. Can I have your address?",1,1,
18344,18344,dialseg711_dial_674,5,user,I'm looking for a train. The train should arrive by 21:30 and should go to bishops stortford.,1,0,
2859,2859,dialseg711_dial_099,11,user,Can I find a chinese restaurant?,1,0,
11681,11681,dialseg711_dial_424,2,agent,What city are you inquiring about?,0,0,
6951,6951,dialseg711_dial_250,4,agent,"Tandoori Palace is in the West part of town, located at 68 Histon Road, Chesterton. Can I make a reservation for you?",0,0,
7078,7078,dialseg711_dial_254,10,agent,"OK, setting navigation to 110 Arastradero Rd now. Enjoy!",2,1,
4484,4484,dialseg711_dial_158,5,user,"Thanks. What is the postcode, address, and area?",0,0,
12798,12798,dialseg711_dial_468,11,user,Where are the rest stops near me?,2,0,
2616,2616,dialseg711_dial_091,6,agent,"Okay, I went ahead and reserved your ticket for Train ID TR6595. The cost will be 23.6 GBP payable at the station, and your reference number is GKTT3OTZ.",0,1,
6725,6725,dialseg711_dial_240,21,user,"Thank you, that will be all.",3,0,
16088,16088,dialseg711_dial_591,8,agent,Do you want the earliest train?,1,0,
3482,3482,dialseg711_dial_123,2,agent,"The Addenbrookes Hospital is located at Hills Rd, Cambridge Postcode CB20QQ.",0,0,
13829,13829,dialseg711_dial_508,12,agent,Palo Alto Cafe is only 3 miles away.,1,1,
11952,11952,dialseg711_dial_435,6,agent,la tasca meets your standards. would you like to book this restaurant?,0,0,
8552,8552,dialseg711_dial_307,20,agent,"No, frost is not predicted in Exeter today.",2,1,
15959,15959,dialseg711_dial_585,1,user,Can you book me a taxi to da vinci pizzeria?,0,0,
5998,5998,dialseg711_dial_212,30,agent,There are a number of trains leaving Cambridge for Ely on Sundays. Do you have a departure time in mind?,4,0,
8253,8253,dialseg711_dial_297,10,agent,What location do you want the temperature for?,1,0,
9140,9140,dialseg711_dial_329,19,user,Can you please try a 2 day stay.,2,0,
7040,7040,dialseg711_dial_252,28,agent,"Yes, the Limehouse is a moderately priced guesthouse on the north side. What other information can I get for you?",4,0,
14463,14463,dialseg711_dial_530,31,user,Do you have any colleges in the centre area?,4,0,
14020,14020,dialseg711_dial_515,29,user,I'm looking for an Italian restaurant on the south side of town.,3,0,
15879,15879,dialseg711_dial_582,13,user,What time is my meeting and who is going to be there and what is the agenda?,1,0,
2405,2405,dialseg711_dial_082,32,agent,"It's address is Parkside, Cambridge with Postcode CB11JG.",4,0,
7721,7721,dialseg711_dial_278,29,user,is it going to snow in the next 7 days,4,0,
10204,10204,dialseg711_dial_369,31,user,"Yes, please give me travel time and departure time, please.",3,0,
558,558,dialseg711_dial_019,13,user,"May I also get the postcode, the address, and the entrance fee?",2,0,
2622,2622,dialseg711_dial_091,12,agent,Their general number is 01223245151. Do you need anything else?,1,0,
8830,8830,dialseg711_dial_317,24,agent,I have found the Hamilton Lodge. It is a guesthouse in the north. Would you like more information about it?,4,0,
3753,3753,dialseg711_dial_133,3,user,Great can I also have the address?,0,0,
7321,7321,dialseg711_dial_263,9,user,I would prefer something moderately priced in the centre of town,2,0,
15488,15488,dialseg711_dial_567,18,agent,"In Menlo Park, it will be the overcast on Monday, hail on Tuesday, warm on Wednesday, clear on Thursday, hail on Friday, windy on Saturday, and misty on Sunday.",3,1,
8986,8986,dialseg711_dial_324,13,user,The hotel should be in the cheap price range and should include free wifi.,1,0,
5023,5023,dialseg711_dial_178,12,agent,"Booking was successful, the total fee is 18.88 GBP payable at the station . Reference number is : VJGOO2N8.",1,0,
17968,17968,dialseg711_dial_660,3,user,I want the route that is the quickest and has the least traffic,0,0,
4930,4930,dialseg711_dial_174,12,agent,"There are many results for a guesthouse with free wifi, to help narrow the results what area are you looking to stay in?",2,0,
137,137,dialseg711_dial_004,20,agent,I'm just going to call an ambulance.,3,0,
11776,11776,dialseg711_dial_427,29,user,set a reminder to see my dentist at 12 pm tomorrow,4,0,
15574,15574,dialseg711_dial_571,14,agent,There is no dew forecast for Menlo Park this week.,2,1,
17983,17983,dialseg711_dial_660,18,agent,"Actually, they have free entrance. They are located at Wandlebury Ring, Gog Magog Hills, Babraham. Their phone number is 01223243830. Their postcode is cb223ae.",2,0,
17754,17754,dialseg711_dial_652,5,user,I need free parking.,0,0,
18997,18997,dialseg711_dial_697,9,user,show me the locations of all of the nearby motels,1,0,
15054,15054,dialseg711_dial_551,42,agent,"OK, and what day and time would you like that reservation?",4,0,
5421,5421,dialseg711_dial_193,8,agent,Today in Downtown Chicago is drizzle,1,0,
14331,14331,dialseg711_dial_526,11,user,check the weather,2,0,
13106,13106,dialseg711_dial_481,11,user,I want it to leave from cambridge after 09:15.,2,0,
15964,15964,dialseg711_dial_585,6,agent,I'd be happy to help! Where are you coming from?,0,0,
2885,2885,dialseg711_dial_100,7,user,I am looking for a nearest police station,1,0,
3268,3268,dialseg711_dial_114,18,agent,"Temperature in Alhambra this week ranges in the mid 60, 70, and 80s",3,1,
2361,2361,dialseg711_dial_081,26,agent,Sure. The 9:30 train leaves London Liverpool Street on Friday and arrives in Cambridge by 11:07. Would you like me to book that?,3,0,
7241,7241,dialseg711_dial_260,5,user,I'd like to leave after 15:15.,1,0,
14307,14307,dialseg711_dial_525,5,user,Can you tell me if one of those is located in the northern part of town?,1,0,
15021,15021,dialseg711_dial_551,9,user,"Ok, great. Thanks!",0,0,
5446,5446,dialseg711_dial_194,5,user,I need to locate the nearest police station please.,1,0,
7112,7112,dialseg711_dial_255,24,agent,"Cote is an expensive French restaurant in the center of town. Would you like a table there, or possibly their address?",3,0,
2119,2119,dialseg711_dial_072,16,agent,"I'm sorry, but all of the places that have free wifi and who have an expensive price range are hotels rather than guesthouses. Would you be interested in a hotel instead?",3,0,
5504,5504,dialseg711_dial_195,37,user,It will be a party of 6.,3,0,
7638,7638,dialseg711_dial_275,22,agent,"I was able to book Cityroomz for you on Saturday for 4 night, 7 people. Your reference number is 5B7M73DK. Is there anything else I can help with?",3,1,
14389,14389,dialseg711_dial_528,25,user,That would be fine. Can I have their postcode and phone number please?,3,0,
11014,11014,dialseg711_dial_399,20,agent,What time would you like to arrive by?,3,0,
13597,13597,dialseg711_dial_499,22,agent,I don't have anything matching unusual but I do have an African restaurant in the center of town as well as some gastropubs. Would either interest you?,3,0,
4885,4885,dialseg711_dial_172,11,user,"No, it doesn't matter. I would like a 4 star hotel with free parking though.",2,0,
10369,10369,dialseg711_dial_376,6,agent,I can help you with that. When do you need to leave?,1,0,
17246,17246,dialseg711_dial_632,16,agent,yes. both have WiFi connection,2,0,
5707,5707,dialseg711_dial_202,11,user,I'd like to leave aylesbray lodge guest house by 12:15,2,0,
17852,17852,dialseg711_dial_656,9,user,directions to the nearest coffee shop,1,0,
9125,9125,dialseg711_dial_329,4,agent,There is Sala Thong that's expensive would you like me to book a table for you?,1,0,
2864,2864,dialseg711_dial_099,16,agent,What city do you want to hear today and tomorrow's weather for?,2,0,
5657,5657,dialseg711_dial_200,16,agent,"In this moment there is moderate traffic on our way but the house is only 5 miles far, you should be able to reach it fast enough",2,1,
8588,8588,dialseg711_dial_308,24,agent,I'm sorry but we don't have any restaurants meeting that criteria. Could you please try a different type?,4,0,
15162,15162,dialseg711_dial_555,18,agent,"There is a Safeway at 452 Arcadia Place, 5 miles away. Would you like directions there?",3,0,
8658,8658,dialseg711_dial_311,8,agent,The high temperature in Mountain View is 90F.,2,1,
13022,13022,dialseg711_dial_478,1,user,"Hi! I'd like to book a taxi to Travellers Rest, please, and I need to get there absolutely no later than 11:45.",0,0,
7068,7068,dialseg711_dial_253,28,agent,"Yes, it will only be dry on Tuesday in San Jose.",4,0,
10256,10256,dialseg711_dial_371,23,user,"I am looking for a high end Indian restaurant, are there any in town?",4,0,
