,Unnamed: 0,dial_id,turn_id,role,utterance,topic_id,segmentation_label,da,Unnamed: 0.2,Unnamed: 0.1
2489,4972,dialseg711_dial_175,27,user,Please provide postcode and address for Eraina.,4,0,,943.0,4972.0
2490,13702,dialseg711_dial_502,23,user,I'd like a restuarant in the north with expensive food.,4,0,,944.0,13702.0
2491,4836,dialseg711_dial_170,18,agent,What time are you planning to leave?,2,0,,945.0,4836.0
2492,960,dialseg711_dial_033,29,user,"No, I need a guesthouse with free wifi.",4,0,,946.0,960.0
2493,4634,dialseg711_dial_163,27,user,"Hi, I'm looking for some train information. Could you tell me what trains leave on Wednesday for Norwich?",4,0,,947.0,4634.0
2494,6258,dialseg711_dial_222,14,agent,Your meeting is set for Thursday at 3 pm with the executive team in conference room 100.,3,1,,948.0,6258.0
2495,2953,dialseg711_dial_102,33,user,I got into a car accident and need help figuring out what to do next.,4,0,,949.0,2953.0
2496,12801,dialseg711_dial_468,14,agent,That is only 3 miles away with moderate traffic.,2,0,,950.0,12801.0
2497,18776,dialseg711_dial_689,19,user,I actually need to be picked up from the parkside police station. Sorry about taht.,2,0,,951.0,18776.0
2498,17966,dialseg711_dial_660,1,user,Car I'm desiring some tea,0,0,,952.0,17966.0
2499,7852,dialseg711_dial_283,20,agent,On Wednesday is gonna snow in Mountain View,3,1,,953.0,7852.0
2500,7247,dialseg711_dial_260,11,user,Can I get the price range on it?,2,0,,954.0,7247.0
2501,19051,dialseg711_dial_699,21,user,I'm going to cambridge book and print gallery.,3,0,,955.0,19051.0
2502,9750,dialseg711_dial_352,7,user,"Thanks so much, that's very helpful. Could I get the postcode as well, please?",0,0,,956.0,9750.0
2503,13593,dialseg711_dial_499,18,agent,Okay I have a yellow lexus with the contact number 07014284224.,2,1,,957.0,13593.0
2504,1153,dialseg711_dial_039,21,user,I don't care about the price.,2,0,,958.0,1153.0
2505,2300,dialseg711_dial_080,5,user,Oh wow. That's too bad. How about a good italian place?,0,0,,959.0,2300.0
2506,11535,dialseg711_dial_418,22,agent,Charlie Chan is amazing and cheap! Would you like me to book it for you?,3,0,,960.0,11535.0
2507,2676,dialseg711_dial_092,32,agent,Thank you for using our service today. I hope all goes well for you.,4,0,,961.0,2676.0
2508,15319,dialseg711_dial_561,22,agent,Would 6:45 be a convenient time for you to leave?,2,0,,962.0,15319.0
2509,10421,dialseg711_dial_377,33,user,find me the nearest grocery store,3,0,,963.0,10421.0
2510,2998,dialseg711_dial_105,3,user,"I ant a place with a rating of at least 4 stars, a guesthouse, in the east, and I don't need free parking.",0,0,,964.0,2998.0
2511,9093,dialseg711_dial_328,2,agent,Are you looking for a particular style of food?,0,0,,965.0,9093.0
2512,17160,dialseg711_dial_629,10,agent,The lan hong house is a moderately priced chinese restaurant in the centre area at 12 Norfolk Street city centre. The phone number is 01223350420 and the postcode is cb12lf.,1,1,,966.0,17160.0
2513,16414,dialseg711_dial_603,6,agent,"There is one, shall I book it for you?",0,0,,967.0,16414.0
2514,5115,dialseg711_dial_181,18,agent,"I have two places, how many people and what time?",3,0,,968.0,5115.0
2515,17694,dialseg711_dial_649,7,user,Find me a parking garage around me.,1,0,,969.0,17694.0
2516,3755,dialseg711_dial_133,5,user,I'd like a chinese restaurant,1,0,,970.0,3755.0
2517,15684,dialseg711_dial_575,8,agent,"Sure, here it is: Parkside, Cambridge.",1,1,,971.0,15684.0
2518,7277,dialseg711_dial_261,11,user,Where can I get some tea.,2,0,,972.0,7277.0
2519,8922,dialseg711_dial_321,12,agent,Do you know what time you would like to arrive?,2,0,,973.0,8922.0
2520,8962,dialseg711_dial_323,13,user,"I don't need a taxi, I'm sorry. I just needed the postcode for the hospital.",2,0,,974.0,8962.0
2521,13259,dialseg711_dial_487,26,agent,In Durham on Monday there will be a blizzard and on Tuesday misty.,4,0,,975.0,13259.0
2522,6931,dialseg711_dial_249,6,agent,Is there a particular price range that you would prefer?,1,0,,976.0,6931.0
2523,17049,dialseg711_dial_625,10,agent,"I'm sorry, but there is not a single expensive hotel or guesthouse on the north side of town. Would you like a different area or perhaps a different price range?",1,0,,977.0,17049.0
2524,19263,dialseg711_dial_707,19,user,"Yes, please. It is for 2 nights starting on Tuesday for 7 people.",3,0,,978.0,19263.0
2525,12247,dialseg711_dial_446,21,user,Schedule conference.,4,0,,979.0,12247.0
2526,12224,dialseg711_dial_445,16,agent,Booked a blue honda. Your contact number is 07886967603.,3,1,,980.0,12224.0
2527,9195,dialseg711_dial_331,16,agent,I'd be happy to help you with that. Can you tell me your departure location and where you are headed to?,2,0,,981.0,9195.0
2528,9029,dialseg711_dial_325,18,agent,Yes Panda Express is the closest one noted.,3,0,,982.0,9029.0
2529,19269,dialseg711_dial_708,1,user,"Hello Cambridge Towninfo Center representative. I desire a place to stay that 5 stars, cheap and includes free wifi. Can you help?",0,0,,983.0,19269.0
2530,12546,dialseg711_dial_458,5,user,I am looking for a train departing Cambridge.,1,0,,984.0,12546.0
2531,4822,dialseg711_dial_170,4,agent,At this time there is a car collision nearby.,0,0,,985.0,4822.0
2532,16323,dialseg711_dial_600,15,user,I am looking to eat at Rajmahal.,2,0,,986.0,16323.0
2533,19251,dialseg711_dial_707,7,user,"I want it in the north, and it should include free parking.",1,0,,987.0,19251.0
2534,16572,dialseg711_dial_607,20,agent,You're welcome! Have a great day!,1,1,,988.0,16572.0
2535,9594,dialseg711_dial_346,9,user,Yes a guesthouse would be fine. Does it have internet? And what is it's postcode?,1,0,,989.0,9594.0
2536,19339,dialseg711_dial_710,14,agent,I am unable to book a restaurant at that time on Thursday. Is there another day or time slot I can check for you?,2,0,,990.0,19339.0
2537,13938,dialseg711_dial_512,19,user,I need a taxi to pick me up at curry king.,3,0,,991.0,13938.0
2538,1807,dialseg711_dial_062,3,user,I would like to find a hotel that has 4 stars and included free parking,1,0,,992.0,1807.0
2539,7138,dialseg711_dial_256,22,agent,Sure you need a restaurant? in what part of town and what cuisine?,2,0,,993.0,7138.0
2540,10191,dialseg711_dial_369,18,agent,"Parkside Police Station is in Parkside, Cambridge. Their number is 01223358966. Anything else I can do for you?",2,0,,994.0,10191.0
2541,15853,dialseg711_dial_581,19,user,What is their phone number?,3,0,,995.0,15853.0
2542,8973,dialseg711_dial_323,24,agent,"Okay, scheduling a reminder for a yoga activity with Jeff for Thursday at 7pm.",4,0,,996.0,8973.0
2543,3920,dialseg711_dial_139,18,agent,"On Sunday in Compton there isn't any hail predicted, only frost.",3,1,,997.0,3920.0
2544,11208,dialseg711_dial_406,21,user,"I am looking for a moderately priced, 4 star hotel.",4,0,,998.0,11208.0
2545,7650,dialseg711_dial_276,8,agent,Would you prefer a museum or a nightclub?,1,0,,999.0,7650.0
2546,14002,dialseg711_dial_515,11,user,"Yes, please try 5-star hotels with free parking.",1,0,,1000.0,14002.0
2547,4046,dialseg711_dial_143,21,user,"I need to be picked up from ruskin gallery, please.",3,0,,1001.0,4046.0
2548,12065,dialseg711_dial_439,17,user,Will it drizzle in New York this week tho?,4,0,,1002.0,12065.0
2549,15484,dialseg711_dial_567,14,agent,welcome. at your service next time,2,1,,1003.0,15484.0
2550,4148,dialseg711_dial_146,11,user,Give me the address.,1,0,,1004.0,4148.0
2551,11319,dialseg711_dial_410,20,agent,"There are 3 Chinese restaurants in the centre of town and they're all in the moderate price range. If you like, I can book you a table at one of these?",2,0,,1005.0,11319.0
2552,10690,dialseg711_dial_388,12,agent,Train TR3207 is booked for 6 people. The reference number is BAAL6J4H and the total fee is 113.28 GBP payable at the station.,1,1,,1006.0,10690.0
2553,19348,dialseg711_dial_710,23,user,I'm sorry for the mixup. I want to leave after 01:30.,3,0,,1007.0,19348.0
2554,2235,dialseg711_dial_076,12,agent,There is not gonna be any dew in Alhambra this week,2,1,,1008.0,2235.0
2555,13820,dialseg711_dial_508,3,user,I would like the restaurant to have Indian food.,0,0,,1009.0,13820.0
2556,6088,dialseg711_dial_215,22,agent,Is there anything else I can assist you with today?,2,1,,1010.0,6088.0
2557,18836,dialseg711_dial_691,19,user,I want to be picked up from lynne strover gallery,3,0,,1011.0,18836.0
2558,5883,dialseg711_dial_209,1,user,I am looking for nearby museums,0,0,,1012.0,5883.0
2559,5814,dialseg711_dial_206,7,user,I'd like to find a resturant that serves cheap Chinese food!,2,0,,1013.0,5814.0
2560,19075,dialseg711_dial_700,17,user,What is the address?,3,0,,1014.0,19075.0
2561,5267,dialseg711_dial_188,2,agent,"I have lots of guesthouses available with parking, do you have a preference for area?",0,0,,1015.0,5267.0
2562,2388,dialseg711_dial_082,15,user,"Sure. Same parameters, please.",1,0,,1016.0,2388.0
2563,1347,dialseg711_dial_046,19,user,I am looking for a place to stay. The hotel should be in the type of guesthouse and doesn't need to include internet,2,0,,1017.0,1347.0
2564,1527,dialseg711_dial_052,6,agent,Absolutely! When would you like to visit?,0,0,,1018.0,1527.0
2565,15105,dialseg711_dial_553,14,agent,The postcode is CB20QQ.,1,0,,1019.0,15105.0
2566,13086,dialseg711_dial_480,9,user,I want to book a taxi after 14:00 and would like to the rice house.,2,0,,1020.0,13086.0
2567,14220,dialseg711_dial_522,3,user,"Not especially, just kicking around the town centre for a few hours and looking for something to do.",0,0,,1021.0,14220.0
2568,4881,dialseg711_dial_172,7,user,It should pick me up from Leverton House at whatever time is necessary to get me there by 01:45.,1,0,,1022.0,4881.0
2569,19024,dialseg711_dial_698,12,agent,We have 5 such places! Any preference on area?,3,0,,1023.0,19024.0
2570,6248,dialseg711_dial_222,4,agent,There is the Cambridge University Botanic Gardens which is a park. Will this work for you?,1,0,,1024.0,6248.0
2571,1084,dialseg711_dial_037,13,user,I am looking for a place serving christmas food in the centre of town.,1,0,,1025.0,1084.0
2572,15820,dialseg711_dial_580,12,agent,Thank you for using our services. Have a great day!,1,1,,1026.0,15820.0
2573,12374,dialseg711_dial_451,17,user,I actually need to leave after 23:00,2,0,,1027.0,12374.0
2574,14412,dialseg711_dial_529,12,agent,I have 10 trains available. Is there a certain time you would like to travel?,2,0,,1028.0,14412.0
2575,970,dialseg711_dial_034,3,user,I'm headed to Cambridge on Tuesday.,0,0,,1029.0,970.0
2576,13586,dialseg711_dial_499,11,user,Send me directionsome please.,1,0,,1030.0,13586.0
2577,6179,dialseg711_dial_218,15,user,"That is it, Thank you.",2,0,,1031.0,6179.0
2578,15834,dialseg711_dial_580,26,agent,"Of course, your taxi is reserved, the vehicle will be a white skoda and the contact phone number is 07557776784",4,0,,1032.0,15834.0
2579,6626,dialseg711_dial_237,4,agent,07821922219 is the number for your Blue ford taxi.,0,1,,1033.0,6626.0
2580,11114,dialseg711_dial_403,4,agent,Stanford Childrens Health is 3 miles away.,1,0,,1034.0,11114.0
2581,17281,dialseg711_dial_633,21,user,I would like to leave anytime after 20:15.,3,0,,1035.0,17281.0
2582,17007,dialseg711_dial_624,6,agent,The price is $9.80 pound per ticket. Would you like to book it?,0,0,,1036.0,17007.0
2583,13936,dialseg711_dial_512,17,user,What is the address?,2,0,,1037.0,13936.0
2584,14525,dialseg711_dial_532,27,user,"Yes, I think that would be fine. Something in the north, please.",4,0,,1038.0,14525.0
2585,1580,dialseg711_dial_054,1,user,I am looking for things to do in Cambridge. Can you tell me if there are any nightclubs?,0,0,,1039.0,1580.0
2586,13212,dialseg711_dial_485,17,user,I need to find a hospital in town please.,4,0,,1040.0,13212.0
2587,11352,dialseg711_dial_411,19,user,Boston.,2,0,,1041.0,11352.0
2588,10654,dialseg711_dial_387,1,user,I was just robbed! Please help! I need to contact the police.,0,0,,1042.0,10654.0
2589,8161,dialseg711_dial_293,31,user,Could you also confirm the arrival time?,3,0,,1043.0,8161.0
2590,3578,dialseg711_dial_126,12,agent,"The El Shaddai Hotel is located at 41 warkworth street, would yo+u like the phone number?",2,0,,1044.0,3578.0
2591,733,dialseg711_dial_025,11,user,Please help me with a taxi,3,0,,1045.0,733.0
2592,17655,dialseg711_dial_647,20,agent,"I'm sorry, but there aren't any traditional restaurants in the centre. Would you like to try another cuisine?",3,0,,1046.0,17655.0
2593,11495,dialseg711_dial_417,18,agent,The number is 01223315702. Is there anything else that I can help you with?,1,1,,1047.0,11495.0
2594,18861,dialseg711_dial_692,18,agent,"Neither hotel appears to have three days available starting on Sunday for three people, can I look something else up for you?",1,0,,1048.0,18861.0
2595,8404,dialseg711_dial_302,22,agent,The Postcode is CB20QQ. Do you need any other assistance?,3,1,,1049.0,8404.0
2596,2483,dialseg711_dial_085,26,agent,The forecast for Manhattan shows today's low is 60F and the high is 70F.,4,0,,1050.0,2483.0
2597,13763,dialseg711_dial_505,12,agent,"I can book that for you, what time will you be leaving/arriving?",3,0,,1051.0,13763.0
2598,16161,dialseg711_dial_593,19,user,What is the date and time of my optometrist appointment?,4,0,,1052.0,16161.0
2599,16180,dialseg711_dial_594,18,agent,Where will you leave from?,3,0,,1053.0,16180.0
2600,19204,dialseg711_dial_705,20,agent,ok its a yellow ford and the contact number is 07048042435,3,0,,1054.0,19204.0
2601,10662,dialseg711_dial_387,9,user,What city would you like to know if it is cloudy in?,2,0,,1055.0,10662.0
2602,3014,dialseg711_dial_105,19,user,Thank you,2,0,,1056.0,3014.0
2603,15216,dialseg711_dial_557,20,agent,"Sounds good, thanks.",4,0,,1057.0,15216.0
2604,10170,dialseg711_dial_368,31,user,How much per night?,4,0,,1058.0,10170.0
2605,1624,dialseg711_dial_056,2,agent,The Parkside Police Station's telephone number is 01223358966. Are you in need of medical assistance? The Addenbrookes Hospital's Telephone number is 01223245151,0,0,,1059.0,1624.0
2606,3508,dialseg711_dial_123,28,agent,"Yes, there are 16 4 star guest houses that have free parking. Do you have an area you are looking at?",3,0,,1060.0,3508.0
2607,4110,dialseg711_dial_145,11,user,"Unfortunately, no. Can we try a shorter stay period?",1,0,,1061.0,4110.0
2608,4989,dialseg711_dial_176,16,agent,Caffe Uno? Excellent choice! Would you like to make a reservation?,4,0,,1062.0,4989.0
2609,17257,dialseg711_dial_632,27,user,give me directions to my friends house,4,0,,1063.0,17257.0
2610,18847,dialseg711_dial_692,4,agent,"The address is Hills Rd, Cambridge. The postcode is CB20QQ. The phone number is 01223245151. Can I help with anything else?",0,1,,1064.0,18847.0
2611,10432,dialseg711_dial_378,6,agent,"There are 5 British restaurants in the moderate price range, do you have a specific area you would prefer?",0,0,,1065.0,10432.0
2612,2503,dialseg711_dial_086,20,agent,"Hills rd, Cambridge, post code CB20QQ.",4,0,,1066.0,2503.0
2613,15662,dialseg711_dial_574,16,agent,The postcode is CB20QQ.,3,0,,1067.0,15662.0
2614,18636,dialseg711_dial_684,17,user,"As long as they serve British cuisine and moderately priced, that sounds great. Thanks for your help.",3,0,,1068.0,18636.0
2615,1396,dialseg711_dial_048,3,user,I am headed to Cambridge this week.,0,0,,1069.0,1396.0
2616,6286,dialseg711_dial_223,24,agent,Compton is not showing a forecast for cloudy skies today.,4,0,,1070.0,6286.0
2617,15647,dialseg711_dial_574,1,user,what is the weather supposed to be like for the next week,0,0,,1071.0,15647.0
2618,7326,dialseg711_dial_263,14,agent,"OK. I can do that for you. I need number of people, length of stay, and day of arrival.",2,0,,1072.0,7326.0
2619,10011,dialseg711_dial_362,22,agent,You are welcome. Do you need any further assistance?,3,1,,1073.0,10011.0
2620,18321,dialseg711_dial_672,28,agent,A and B guest house is available.,4,0,,1074.0,18321.0
2621,7635,dialseg711_dial_275,19,user,"Could you help me find Cityroomz, please?",3,0,,1075.0,7635.0
2622,13209,dialseg711_dial_485,14,agent,Where will you be headed to?,3,0,,1076.0,13209.0
2623,7468,dialseg711_dial_269,4,agent,The phone number is 01223358966. We have already given you the physical address..,0,1,,1077.0,7468.0
2624,11817,dialseg711_dial_429,20,agent,Addenbrookes hospital diabetes and endocrinology department phone number is 01223217323,3,1,,1078.0,11817.0
2625,977,dialseg711_dial_034,10,agent,"Ok, what is your destination?",1,0,,1079.0,977.0
2626,16512,dialseg711_dial_606,6,agent,welcome. at your service next time,0,1,,1080.0,16512.0
2627,16808,dialseg711_dial_616,3,user,"No, I'm getting general info. I need the hospital postal code and phone number, though.",0,0,,1081.0,16808.0
2628,651,dialseg711_dial_022,15,user,what's the weather going to be like for this week,3,0,,1082.0,651.0
2629,11239,dialseg711_dial_407,18,agent,Can I be of further assistance to you today?,2,1,,1083.0,11239.0
2630,4333,dialseg711_dial_152,14,agent,"No I am sorry, they are both in the moderate price range. Would you like to book one of them?",1,0,,1084.0,4333.0
2631,12291,dialseg711_dial_448,3,user,You can help by getting me a taxi to curry king,1,0,,1085.0,12291.0
2632,15415,dialseg711_dial_565,5,user,That sounds interesting. Can you just give me their phone number please?,0,0,,1086.0,15415.0
2633,14090,dialseg711_dial_517,19,user,I will be leaving Cambridge to go to Bishops Stortford.,2,0,,1087.0,14090.0
2634,2609,dialseg711_dial_090,25,user,"I need to get to Thanh Binh, please. And yes, my departure location is The Place.",4,0,,1088.0,2609.0
2635,1163,dialseg711_dial_039,31,user,I sure hope so. I've been injured and I need a hospital.,4,0,,1089.0,1163.0
2636,4045,dialseg711_dial_143,20,agent,"I can book that for you, where will you be departing from?",3,0,,1090.0,4045.0
2637,6442,dialseg711_dial_230,1,user,I need a moderately priced restaurant that serves hungarian food.,0,0,,1091.0,6442.0
2638,11883,dialseg711_dial_432,24,agent,Do any of those include free parking?,4,0,,1092.0,11883.0
2639,3595,dialseg711_dial_127,7,user,I am looking for a place to dine. The restaurant should be expensive and should serve Chinese food.,2,0,,1093.0,3595.0
2640,5549,dialseg711_dial_196,36,agent,Thank you for using our services. Do you need any further assistance?,3,0,,1094.0,5549.0
2641,6246,dialseg711_dial_222,2,agent,I find no dinner scheduled this week with Sue.,0,1,,1095.0,6246.0
2642,10356,dialseg711_dial_375,5,user,show me traffic for going home,1,0,,1096.0,10356.0
2643,3588,dialseg711_dial_126,22,agent,It will not be warm in Menlo Park on Saturday.,4,0,,1097.0,3588.0
2644,16084,dialseg711_dial_591,4,agent,"Both are 4 miles away in heavy traffic, unfortunately. To which would you like directions?",0,0,,1098.0,16084.0
2645,15389,dialseg711_dial_564,5,user,Can you check for 17:15 on the same day?,0,0,,1099.0,15389.0
2646,327,dialseg711_dial_011,16,agent,"Great, you are all set. A yellow honda has been booked and the contact number is 07621058499. Can I help with anything else today?",2,1,,1100.0,327.0
2647,17036,dialseg711_dial_624,35,user,Nothing in particular. What do you recommend?,4,0,,1101.0,17036.0
2648,9755,dialseg711_dial_352,12,agent,Pizza Chicago is closer.,1,0,,1102.0,9755.0
2649,6015,dialseg711_dial_213,11,user,It doesn't matter to me.,0,0,,1103.0,6015.0
2650,9394,dialseg711_dial_339,4,agent,Going to The Westin.,0,1,,1104.0,9394.0
2651,10317,dialseg711_dial_373,22,agent,You're all set! Booked car type : yellow tesla Contact number : 07359534792,3,0,,1105.0,10317.0
2652,9357,dialseg711_dial_337,19,user,Isn't the local hospital called Addenbrookes Hospital?,3,0,,1106.0,9357.0
2653,5453,dialseg711_dial_194,12,agent,Little Seoul is located at 108 Regent Street City Centre.,2,0,,1107.0,5453.0
2654,9888,dialseg711_dial_357,11,user,I'm going to downing college from broughton house gallery. I need it after 22:30.,2,0,,1108.0,9888.0
2655,8550,dialseg711_dial_307,18,agent,What city are you inquiring about?,2,0,,1109.0,8550.0
2656,3776,dialseg711_dial_134,2,agent,The telephone number is 01223217712,0,1,,1110.0,3776.0
2657,3851,dialseg711_dial_137,5,user,I would like to stay in the south please.,1,0,,1111.0,3851.0
2658,10868,dialseg711_dial_394,28,agent,A black Audi will pick you up at Charlie Chan to leave at 12:15 and get you over to Cotto. Their contact # is: 07928872088,4,0,,1112.0,10868.0
2659,8008,dialseg711_dial_289,20,agent,"That worked, I guess you just needed a larger room. Your reference number is PR0ABUBI. Can I be of further assistance?",0,1,,1113.0,8008.0
2660,15792,dialseg711_dial_579,16,agent,"Certainly, we have 21. Do you have a cuisine type or a price range?",2,0,,1114.0,15792.0
2661,17875,dialseg711_dial_657,10,agent,Shell is located at 53 University Av.,1,1,,1115.0,17875.0
2662,18056,dialseg711_dial_662,27,user,Thank you very much for your help!,4,0,,1116.0,18056.0
2663,5598,dialseg711_dial_198,7,user,The train should depart from Cambridge on Wednesday and headed for Stansted Airport. It should arrive by 15:15. I would also like you to make a booking for 6 people.,1,0,,1117.0,5598.0
2664,169,dialseg711_dial_005,28,agent,"I'm sorry, I think I misunderstood you. You want to leave before 20:30. You should book TR2602, leaving at 20:09. Travel time is 105 minutes.",3,1,,1118.0,169.0
2665,16767,dialseg711_dial_614,16,agent,Do you have a preference for area or price range?,4,0,,1119.0,16767.0
2666,5601,dialseg711_dial_198,10,agent,"Sure thing! I've booked the train for 8, and your reference number is I62H3VUY. Is there anything else I can do for you today?",1,1,,1120.0,5601.0
2667,14840,dialseg711_dial_544,10,agent,"I have a train leaving Thursday at 13:59, would you like me to book it for you?",1,0,,1121.0,14840.0
2668,4013,dialseg711_dial_142,22,agent,"Addenbrookes Hospital is located at Hills Rd, Cambridge. Do you need any more information?",2,0,,1122.0,4013.0
2669,11287,dialseg711_dial_409,10,agent,Booking completed! Booked car type : black volvo Contact number : 07025112262,1,1,,1123.0,11287.0
2670,13813,dialseg711_dial_507,12,agent,The closest pizza spot i have listed is Pizza My Heart. It is 1 mile away and the address is 528 Anton Ct.,3,1,,1124.0,13813.0
2671,10953,dialseg711_dial_397,25,user,I am looking at traveling on Wednesday and departing from Cambridge.,3,0,,1125.0,10953.0
2672,8815,dialseg711_dial_317,9,user,I am looking for a train to Cambridge.,2,0,,1126.0,8815.0
2673,17800,dialseg711_dial_653,32,agent,Setting fastest route to Round Table which has moderate traffic.,4,0,,1127.0,17800.0
2674,7738,dialseg711_dial_279,14,agent,We have one. It is the city stop restaurant. Would you like me to book it for you?,2,0,,1128.0,7738.0
2675,3415,dialseg711_dial_120,24,agent,Sure. The price of those tickets are 75.10 pounds each.,2,1,,1129.0,3415.0
2676,4034,dialseg711_dial_143,9,user,I need help finding a train leaving cambridge after 15:30.,2,0,,1130.0,4034.0
2677,4197,dialseg711_dial_147,24,agent,"I'm sorry, I'm doing my best.. I picked the best route for you, enjoy your trip!",3,1,,1131.0,4197.0
2678,16953,dialseg711_dial_621,24,agent,The travel time from Stevenage to Cambridge is 49 minutes.,4,0,,1132.0,16953.0
2679,9419,dialseg711_dial_340,7,user,ill travel; on wednesday. get me the train ID and price,0,0,,1133.0,9419.0
2680,10790,dialseg711_dial_392,8,agent,"Addenbrookes Hospital is nearby, at Hills Rd, Cambridge. Do you need a particular department?",1,0,,1134.0,10790.0
2681,18598,dialseg711_dial_683,1,user,I am looking for a particular hotel. Its name is called cityroomz,0,0,,1135.0,18598.0
2682,1227,dialseg711_dial_042,4,agent,We will avoid the heavy traffic to Peets..,0,1,,1136.0,1227.0
2683,14116,dialseg711_dial_518,7,user,I need a taxi to go to mahal of cambridge,2,0,,1137.0,14116.0
2684,11640,dialseg711_dial_422,3,user,Please send me its address on screen and pick the quickest route for me,0,0,,1138.0,11640.0
2685,2796,dialseg711_dial_097,18,agent,You would probably enjoy meze bar restaurant. Would you like me to make a reservation?,2,0,,1139.0,2796.0
2686,7026,dialseg711_dial_252,14,agent,Safeway is at 452 Arcadia Pl.,2,1,,1140.0,7026.0
2687,11266,dialseg711_dial_408,19,user,I would like to go to Birmingham New Street and the train should leave after 14:15.,3,0,,1141.0,11266.0
2688,7575,dialseg711_dial_273,7,user,Thursday please.,1,0,,1142.0,7575.0
2689,2008,dialseg711_dial_068,23,user,I will take the 14:34. Can you book that for 4 people and provide me with a reference number please?,2,0,,1143.0,2008.0
2690,5070,dialseg711_dial_179,27,user,"No, it doesn't. What place would you recommend?",4,0,,1144.0,5070.0
2691,6824,dialseg711_dial_244,9,user,Tell me the one that I can get to the quickest,1,0,,1145.0,6824.0
2692,1705,dialseg711_dial_058,27,user,I got injured and I am looking for a hospital nearby,3,0,,1146.0,1705.0
2693,18163,dialseg711_dial_666,12,agent,I'd be happy to help! Where are you coming from?,2,0,,1147.0,18163.0
2694,16894,dialseg711_dial_619,19,user,That's all I needed. Thank you!,3,0,,1148.0,16894.0
2695,15511,dialseg711_dial_568,17,user,I got injured and I am looking for a hospital nearby. the hospital should have a neurology department,3,0,,1149.0,15511.0
2696,10107,dialseg711_dial_366,20,agent,Booking was successful. Reference number is : JAKCI7JO. Is there anything else we can help you with today?,2,1,,1150.0,10107.0
2697,1429,dialseg711_dial_048,36,agent,Do you have a further preference among them?,4,0,,1151.0,1429.0
2698,14838,dialseg711_dial_544,8,agent,"No problem, I have many options for you. Do you have a particular day of the week you would like to travel, or time?",1,0,,1152.0,14838.0
2699,15985,dialseg711_dial_585,27,user,Am looking for the Addenbrookes Hospital,4,0,,1153.0,15985.0
2700,19030,dialseg711_dial_698,18,agent,The phone number for the huntingdon marriott hotel is 01480446000. Is there anything else I can assist you with today?,3,0,,1154.0,19030.0
2701,1006,dialseg711_dial_034,39,user,"Yes, thank you. Can you book it for 3 people and provide the reference number for me?",4,0,,1155.0,1006.0
2702,4554,dialseg711_dial_160,21,user,"Yes, on the east side please.",4,0,,1156.0,4554.0
2703,18955,dialseg711_dial_695,20,agent,"Okay, I have 14 trains on that route leaving hourly on the :16 from 10:16 to 23:16. TR0667 leaves at 10:16, arrives at 11:35, with a total duration of 79 minutes.",4,0,,1157.0,18955.0
2704,19243,dialseg711_dial_706,35,user,Thank you very much!,4,0,,1158.0,19243.0
2705,7229,dialseg711_dial_259,31,user,"Yeah, how about for one day? Please get me the reference number if that works",3,0,,1159.0,7229.0
2706,14827,dialseg711_dial_543,24,agent,I'm departing from Norwich and need to arrive by 12:15.,4,0,,1160.0,14827.0
2707,1261,dialseg711_dial_043,12,agent,"Actually, I have 11 of them in the centre area. Might I suggest the Broughton House Gallery. It has free entrance and is located at 98 King Street.",1,0,,1161.0,1261.0
2708,17245,dialseg711_dial_632,15,user,Do either of those have free wifi?,2,0,,1162.0,17245.0
2709,17552,dialseg711_dial_643,23,user,on tuesday from cambridge to norway leaving at 2030 hrs,3,0,,1163.0,17552.0
2710,11566,dialseg711_dial_419,27,user,where can i find tea around me,3,0,,1164.0,11566.0
2711,17409,dialseg711_dial_638,26,agent,Could you tell me your intended destination please?,4,0,,1165.0,17409.0
2712,15936,dialseg711_dial_584,4,agent,I booked that for you. The car is a white skoda and the contact number is 07158145955.,0,1,,1166.0,15936.0
2713,12894,dialseg711_dial_473,5,user,Good Afternoon. I am trying to find an Indian restaurant to eat at. I would prefer something expensive. Can you help me?,1,0,,1167.0,12894.0
2714,4279,dialseg711_dial_150,14,agent,"Sure, yippee noodle bar is located at 40428 King Street City Centre. The phone number is 01223518111. How else may I assist you?",2,0,,1168.0,4279.0
2715,16592,dialseg711_dial_607,40,agent,Their number is 01223525725.,3,1,,1169.0,16592.0
2716,17994,dialseg711_dial_660,29,user,"Great, thanks for your help.",3,0,,1170.0,17994.0
2717,5168,dialseg711_dial_183,17,user,Can I get more information on the hotel?,2,0,,1171.0,5168.0
2718,11958,dialseg711_dial_435,12,agent,"Unfortunately, I don't see any restaurants that serve Venetian in the centre of town. Would you like to try a different area or type of cuisine?",2,0,,1172.0,11958.0
2719,13600,dialseg711_dial_499,25,user,Do you recommend a restaurant that is a little more different then the rest?,3,0,,1173.0,13600.0
2720,6072,dialseg711_dial_215,6,agent,Where are you leaving from?,1,0,,1174.0,6072.0
2721,9864,dialseg711_dial_356,19,user,"Ok, thanks. Could I also get the address and postal code? I need it for directions.",2,0,,1175.0,9864.0
2722,6098,dialseg711_dial_215,32,agent,Rice Boat is in the expensive price range. Can I help you with something else?,4,0,,1176.0,6098.0
2723,2199,dialseg711_dial_075,8,agent,"Addenbrookes Hospital is at Hills Rd, Cambridge and has a urology department.",1,0,,1177.0,2199.0
